__MOL_ID__	ACTIVITY	moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_FCharge	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC+	moe2D_PEOE_PC-	moe2D_PEOE_RPC+	moe2D_PEOE_RPC-	moe2D_PEOE_VSA+0	moe2D_PEOE_VSA+1	moe2D_PEOE_VSA+2	moe2D_PEOE_VSA+3	moe2D_PEOE_VSA+4	moe2D_PEOE_VSA+5	moe2D_PEOE_VSA+6	moe2D_PEOE_VSA-0	moe2D_PEOE_VSA-1	moe2D_PEOE_VSA-2	moe2D_PEOE_VSA-4	moe2D_PEOE_VSA-5	moe2D_PEOE_VSA-6	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC+	moe2D_Q_PC-	moe2D_Q_RPC+	moe2D_Q_RPC-	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_aro	moe2D_a_base	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nN	moe2D_a_nO	moe2D_a_nS	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_density	moe2D_diameter	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aasC	moe2D_kS_dO	moe2D_kS_ddsN	moe2D_kS_ddssS	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sNH2	moe2D_kS_sOH	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssO	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_ssssC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_druglike	moe2D_lip_violation	moe2D_logP(o/w)	moe2D_logS	moe2D_mr	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_base	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb
1-3i	7.34	13.22	1.986	0.03	1.468	1.967	-2.819	-0.5602	0.5864	2.746	-2.8	-0.4731	0.6805	2.796	-2.553	-0.4095	0.715	3.009	0	-0.8526	-0.3832	0.05752	2.835	-0.993	-0.276	0.1398	2.908	-0.5295	-0.1999	0.159	3.087	21.7	11.25	6.78	17.42	8.952	5.357	5.775	1.844	-1.844	0.1219	0.1887	153.6	59.64	0	0	12.95	0	0	91.46	73.53	0	0	13.57	2.504	0.9287	0.4446	0.03946	0.07126	0.5554	0.0318	378.2	181.1	16.07	29.02	226.2	12.95	3.713	-3.713	0.1532	0.2181	0.7378	0.3157	0.03946	0.2622	0.6843	0.2227	300.5	128.6	16.07	106.8	278.7	90.72	11.03	23.86	14.12	7.535	8.429	2.757	233.8	60.58	68.71	4.617	14.12	8.383	23.86	55.32	7.596	35.38	0	158.8	56.61	59.77	32.78	0.4006	5.858	3.761	9.18	366.5	77.23	1.355	3	12	0	57	0	27	22	23	0	0	30	2	2	0	64.29	8	0.2759	12	59	1	29	8	0.2759	46	1.382	39.63	19.06	16.2	16.43	14.72	13.15	9.16	9.839	7.31	5.98	4.221	1.453	0.4082	0.793	0.322	9.129	4.099	5.462	2.619	0	0	7.284	2.38	3.833	1.215	0	0	3.13	0.7217	1.605	0.5691	0	0.6709	16	18.44	0	3.091	12.15	0	0	0	0	0.08775	3.294	0	0	0	0	7.545	0	5.296	0.6847	4.412	0	4	0	1	0	4.313	-4.035	11.06	18	1	3	9	1	0.5	1	8	0	3	407.3	546.3	16.07	0	0	355.5	12.95	16.07	2180	38	134
1-3j	6.15	13.25	1.986	0.03	1.48	2.005	-2.819	-0.5706	0.5864	2.746	-2.8	-0.4941	0.6803	2.796	-2.553	-0.4095	0.7148	3.009	0	-0.8526	-0.3818	0.05752	2.831	-0.9929	-0.2759	0.1399	2.903	-0.5295	-0.2039	0.159	3.083	21.7	11.25	6.78	17.42	8.952	5.357	5.775	1.84	-1.84	0.1222	0.1891	153.6	59.64	0	0	12.95	0	0	103.7	61.27	0	0	13.57	2.504	0.9287	0.4446	0.03946	0.07126	0.5554	0.0318	378.2	181.1	16.07	29.02	226.2	12.95	3.713	-3.713	0.1532	0.2181	0.7378	0.3157	0.03946	0.2622	0.6843	0.2227	300.5	128.6	16.07	106.8	278.7	90.72	11.03	23.86	14.12	7.535	8.429	2.757	233.8	60.58	68.71	4.617	14.12	8.383	23.86	55.32	7.596	35.38	0	158.8	56.61	59.77	32.78	0.4006	5.858	3.806	9.175	366.5	77.23	1.355	3	12	0	57	0	27	22	23	0	0	30	2	2	0	64.29	8	0.2759	12	59	1	29	8	0.2759	46	1.361	39.63	19.06	16.2	16.43	14.72	13.15	9.16	9.839	7.31	5.968	4.218	1.453	0.4082	0.793	0.322	9.197	4.099	5.481	2.619	0	0	7.216	2.38	3.817	1.215	0	0	3.178	0.7217	1.616	0.5691	0	0.6709	17	18.43	0	3.149	12.11	0	0	0	0	0.09878	3.3	0	0	0	0	7.585	0	5.209	0.6918	4.424	0	4	0	1	0	4.276	-4.035	11.06	18	1	3	9	1	0.4706	0.8889	9	0	3	407.3	546.3	16.07	0	0	355.5	12.95	16.07	2218	38	134
1-3k	7.19	12.75	1.86	0.03	1.461	2.042	-2.819	-0.5675	0.5912	2.746	-2.8	-0.4595	0.6935	2.796	-2.553	-0.4297	0.7303	3.009	0	-0.8526	-0.3864	0.05824	2.818	-0.9929	-0.2612	0.1443	2.885	-0.5295	-0.2055	0.1644	3.067	20.73	10.52	6.542	16.36	8.221	5.076	5.174	1.69	-1.69	0.1329	0.1847	128.6	38.39	9.021	0	12.95	0	0	91.46	73.53	0	11.91	13.57	0	0.8987	0.502	0.06714	0.1013	0.498	0.03413	341	190.5	25.48	38.43	189	12.95	3.541	-3.541	0.1607	0.2288	0.791	0.3636	0.03576	0.209	0.6364	0.1732	300.1	138	13.57	79.29	241.5	65.72	10.37	23.86	18.08	16.66	3.186	2.757	233.8	60.58	33.33	4.747	3.124	8.383	32.98	55.32	7.596	0	0	158.8	56.61	69.48	23.55	0.4121	5.807	3.712	9.069	354.5	75.09	1.417	2	12	0	53	0	26	22	22	0	1	27	2	1	0	60.28	7	0.25	12	55	1	28	7	0.25	42	1.374	35.64	18.36	15.2	15.4	13.72	12.61	9.16	9.416	7.31	5.98	4.221	1.537	0.4082	0.788	0.322	8.705	4.099	5.217	2.619	0	0	7.062	2.38	3.699	1.215	0	0	3.034	0.7217	1.531	0.5691	0	0.6891	15	16.88	0	1.71	11.98	0	0	0	0	-0.03045	1.549	0	13.46	0	0	7.135	0	0	0.6226	4.195	0	3	0	1	0	4.51	-4.28	10.48	18	1	3	8	1	0.4667	0.875	8	0	3	379.4	514.4	13.57	0	0	332.4	12.95	13.57	1964	36	130
1-3l	6.69	12.78	1.86	0.03	1.473	2.08	-2.819	-0.5949	0.5912	2.746	-2.8	-0.4593	0.7076	2.796	-2.553	-0.4295	0.7305	3.009	0	-0.8526	-0.3852	0.05824	2.818	-0.9929	-0.2639	0.1447	2.885	-0.5295	-0.2055	0.1646	3.068	20.73	10.52	6.542	16.36	8.221	5.076	5.174	1.686	-1.686	0.1333	0.1853	128.6	38.39	9.021	0	12.95	0	0	103.7	61.27	0	11.91	13.57	0	0.8987	0.502	0.06714	0.1013	0.498	0.03413	341	190.5	25.48	38.43	189	12.95	3.541	-3.541	0.1607	0.2288	0.791	0.3636	0.03576	0.209	0.6364	0.1732	300.1	138	13.57	79.29	241.5	65.72	10.37	23.86	18.08	16.66	3.186	2.757	233.8	60.58	33.33	4.747	3.124	8.383	32.98	55.32	7.596	0	0	158.8	56.61	69.48	23.55	0.4121	5.807	3.741	9.066	354.5	75.09	1.417	2	12	0	53	0	26	22	22	0	1	27	2	1	0	60.28	7	0.25	12	55	1	28	7	0.25	42	1.362	35.64	18.36	15.2	15.4	13.72	12.61	9.16	9.416	7.31	5.968	4.218	1.537	0.4082	0.788	0.322	8.788	4.099	5.236	2.619	0	0	6.906	2.38	3.676	1.215	0	0	3.093	0.7217	1.542	0.5691	0	0.6891	16	16.78	0	1.869	11.98	0	0	0	0	0.01215	1.575	0	13.11	0	0	7.263	0	0	0.6429	4.268	0	3	0	1	0	4.473	-4.28	10.48	18	1	3	8	1	0.5	1	8	0	3	379.4	514.4	13.57	0	0	332.4	12.95	13.57	1983	36	130
1-3m	4.92	12.15	1.839	0.03	1.173	1.558	-2.823	-0.5669	0.6012	2.746	-2.804	-0.4741	0.6996	2.798	-2.555	-0.4251	0.7401	3.011	0	-0.853	-0.3808	0.05941	2.835	-0.9808	-0.2639	0.1463	2.911	-0.5299	-0.1947	0.1639	3.087	18.78	10.22	6.046	15.26	8.225	4.832	5.23	1.377	-1.377	0.04599	0.2165	131.6	42.65	0	0	0	0	0	79.21	116.8	0	0	0	0	1	0.5294	0	0	0.4706	0	370.2	196	0	0	174.2	0	3.292	-3.292	0.1256	0.2546	0.8218	0.337	0	0.1782	0.663	0.1782	304.3	124.8	0	65.96	245.5	65.96	10.36	0	3.124	7.535	3.186	2.757	251.5	73.76	33.33	5.082	3.124	3.124	0	73.76	7.596	0	0	176.4	56.61	54.52	6.48	0.4374	5.7	3.679	8.827	322.5	63.45	1.175	1	12	0	54	0	24	22	22	0	0	30	2	0	0	60.92	7	0.2692	12	56	0	26	7	0.2692	44	1.323	36.76	16.61	15.46	14.9	14.01	11.85	9.473	9.412	7.607	6.163	4.295	0.9457	0.4082	0.6664	0.322	8.144	4.266	5.266	2.675	0	0	6.479	2.519	3.722	1.253	0	0	2.238	0.7217	1.436	0.5691	0	0.6323	15	21.7	0	2.804	0	0	0	0	0	0	2.259	0	0	0	0	9.897	0	0	0.8841	5.122	0	2	0	1	1	5.088	-4.136	10.26	18	1	3	9	1	0.4667	0.875	8	0	3	370.2	510	0	0	0	347.5	0	0	1618	32	118
1-3n	6.97	12.87	1.956	0.03	1.817	2.202	-2.819	-0.5675	0.5961	2.746	-2.8	-0.4794	0.6829	2.796	-2.553	-0.4465	0.7197	3.009	0	-0.8526	-0.3794	0.05896	2.809	-0.9929	-0.2639	0.1384	2.874	-0.5295	-0.2161	0.1616	3.058	19.75	10.36	6.282	15.48	8.032	4.829	4.972	1.664	-1.664	0.1351	0.1877	162.1	38.39	0	0	12.95	0	0	79.21	61.27	0	0	19.25	0	0.9137	0.428	0.05158	0.08629	0.572	0.0347	341	159.7	19.25	32.2	213.4	12.95	3.671	-3.671	0.155	0.2207	0.7723	0.2874	0.05158	0.2277	0.7126	0.1761	288.2	107.2	19.25	84.97	265.9	65.72	10.15	23.86	19.91	7.535	3.186	2.757	233	60.58	33.33	4.003	3.124	25.17	23.86	55.32	7.596	0	0	157.9	56.61	54.52	36.44	0.4243	5.755	3.68	8.953	337.5	71.05	1.366	3	12	0	52	0	25	20	21	0	0	27	3	1	0	59.07	7	0.2593	12	54	1	27	7	0.2593	41	1.358	35.75	17.48	14.62	14.97	13.22	12.22	8.343	9.166	6.733	5.102	3.718	1.248	0.4082	0.725	0.322	8.378	3.358	5.072	2.26	0	0	6.754	1.764	3.579	0.9666	0	0	2.685	0.7217	1.469	0.5691	0	0.672	15	17.99	4.036	2.338	11.97	0	0	0	0	0.1044	1.642	0	0	0	0	7.64	0	0	0.7044	4.412	0	4	0	1	0	3.088	-2.726	10.25	18	1	3	8	0	0.4667	0.875	8	0	3	373.2	502.1	19.25	0	0	320.4	12.95	19.25	1774	34	124
1-3o	6.18	9.652	1.228	0.03	1.791	1.631	-2.821	-0.5179	0.5815	2.746	-2.803	-0.4179	0.6727	2.796	-2.555	-0.3909	0.7122	3.008	0	-0.8578	-0.3667	0.05678	2.76	-0.9629	-0.2639	0.09646	2.816	-0.5297	-0.1799	0.1577	2.999	16.37	8.444	5.732	13.78	7.037	4.743	4.848	1.395	-1.395	0.1578	0.2477	157.9	21.33	0	0	12.95	0	0	54.7	61.27	0	0	13.57	0	0.9176	0.4026	0.04216	0.08241	0.5974	0.04025	295.2	129.5	13.57	26.52	192.2	12.95	2.934	-2.934	0.194	0.2761	0.6814	0.2395	0.04216	0.3186	0.7605	0.2765	219.2	77.05	13.57	102.5	244.7	88.96	8.258	23.86	6.249	4.411	3.186	0	163.3	60.58	66.22	3.033	0	11.51	23.86	55.32	7.596	32.9	0	88.22	56.61	51.77	23.55	0.4846	5.392	3.495	8.289	274.4	60.39	1.313	2	6	0	46	0	20	16	17	0	0	26	2	1	0	50.26	6	0.2857	6	47	1	21	6	0.2857	40	1.597	33.34	14.37	12.22	12.72	11.41	9.648	6.527	7.629	5.489	4.236	3.218	1.181	0.4082	0.7295	0.322	6.526	2.949	4.366	2.068	0	0	4.482	1.62	2.809	0.911	0	0	2.453	0.7217	1.415	0.5691	0	0.6523	13	10.7	0	1.405	11.19	0	0	0	0	0.1727	3.537	0	0	0	0	8.013	0	0	0.7813	4.372	0	3	0	1	0	2.666	-2.161	8.357	12	1	2	7	0	0.4615	0.8571	7	0	2	321.8	420.7	13.57	0	0	275.4	12.95	13.57	986	25	96
1-40	6.57	11.59	1.497	0.03	1.546	1.681	-2.827	-0.5503	0.5909	2.755	-2.814	-0.4578	0.6642	2.801	-2.561	-0.4276	0.7169	3.017	0	-0.8563	-0.3778	0.05822	2.835	-0.9619	-0.2846	0.1176	2.886	-0.5318	-0.204	0.16	3.071	16.84	8.741	5.263	14.41	7.42	4.442	4.861	1.469	-1.469	0.1521	0.233	146.4	21.33	0	0	12.95	0	0	72.1	61.27	0	0	13.57	0	0.9191	0.4485	0.04141	0.08094	0.5515	0.03953	301.1	146.9	13.57	26.52	180.7	12.95	2.934	-2.934	0.194	0.2761	0.7177	0.2352	0.04141	0.2823	0.7648	0.2409	235.1	77.05	13.57	92.48	250.5	78.91	8.97	23.86	6.249	4.411	3.186	0	219.9	79.02	0	3.568	0	11.51	23.86	73.76	7.596	0	0	88.22	113.2	18.44	23.55	0.4664	5.585	3.584	8.566	300.4	64.88	1.298	2	6	0	50	0	22	18	19	0	0	28	2	1	0	55.11	5	0.2083	6	52	1	24	5	0.2083	45	1.312	35.53	15.2	13.05	13.54	12.24	10.81	7.858	8.851	6.843	5.232	4.175	1.015	0.4082	0.6564	0.322	7.593	3.404	5.185	2.494	0	0	5.922	1.764	3.711	1.036	0	0	2.266	0.7217	1.344	0.5691	0	0.6594	14	10.76	0	1.417	11.84	0	0	0	0	0.3822	0	0	0	0	0	12.3	0	0	0.8072	4.664	0	3	0	1	0	3.16	-2.588	9.102	18	1	3	8	0	0.5	1	7	0	3	327.6	455.6	13.57	0	0	279.8	12.95	13.57	1273	29	110
1-9	7.01	13.22	2.35	0.03	1.495	2.007	-2.82	-0.5423	0.5921	2.749	-2.798	-0.446	0.6855	2.799	-2.554	-0.4168	0.721	3.011	0	-0.8536	-0.3752	0.05965	2.826	-0.9361	-0.2666	0.1427	2.892	-0.5295	-0.1944	0.1607	3.074	18.37	8.792	4.646	14.47	6.852	3.592	3.965	1.621	-1.621	0.1575	0.2061	105.8	46.92	0	0	0	12.95	0	69.16	98.04	0	0	13.57	0	0.9235	0.5218	0.03917	0.07655	0.4782	0.03738	319.9	180.8	13.57	26.52	165.6	12.95	3.677	-3.677	0.1479	0.2203	0.733	0.3703	0.03917	0.267	0.6297	0.2278	253.9	128.3	13.57	92.48	218.1	78.91	10.07	23.86	6.249	4.411	9.557	0	252.3	60.58	0	4.477	0	11.51	0	55.32	37.83	0	0	158.8	56.61	36.88	23.55	0.4351	5.807	3.707	8.937	334.5	66.97	1.313	2	12	0	51	0	25	21	22	0	0	26	2	1	0	59.06	5	0.1786	12	54	1	28	5	0.1786	41	1.154	33.34	17.06	14.91	14.73	13.43	12.29	9.341	9.429	7.42	6.944	4.875	1.274	0.711	0.8118	0.4962	9.296	4.917	5.66	3.085	0	0	7.341	2.856	3.95	1.431	0	0	3.174	1.342	1.685	0.8723	0	0.6725	15	18.76	0	3.492	12.44	0	0	0	0	0.2195	0	0	0	0	0	8.746	0	0	0.7533	4.587	0	3	0	1	0	4.146	-4.044	10.2	22	1	4	7	0	0.4667	0.875	8	0	4	346.4	497.3	13.57	0	0	300	12.95	13.57	1784	36	132
2-12	4.34	11.53	1.735	0.117	1.386	1.603	-2.821	-0.5902	0.6249	2.743	-2.805	-0.4954	0.693	2.795	-2.554	-0.4617	0.7517	3.007	0	-0.8538	-0.3835	0.06579	2.773	-1.121	-0.2639	0.1525	2.845	-0.5294	-0.2161	0.1712	3.018	17.81	10.1	6.428	14.33	8.038	5.077	5.009	1.43	-1.43	0.08549	0.2182	98.9	42.65	8.619	0	0	0	0	70.1	122.5	0	0	0	0.1369	0.9996	0.5621	0.0003992	0.0003992	0.4379	0	342.8	192.8	0.1369	0.1369	150.2	0	3.497	-3.497	0.1182	0.2574	0.7821	0.3706	0.0003992	0.2179	0.6294	0.2175	268.2	127.1	0.1369	74.72	215.8	74.58	9.762	0	3.124	22.42	6.371	0	269.9	55.32	0	4.611	18.01	3.124	0	55.32	10.78	0	0	176.4	56.61	36.88	15.27	0.4514	5.644	3.774	8.679	308.5	60.45	1.185	2	12	0	51	1	23	21	21	0	0	28	2	0	0	57.83	7	0.28	12	53	0	25	7	0.28	41	1.215	33.25	15.74	14.46	13.95	13.01	11.4	9.174	8.909	7.253	6.74	4.703	0.8165	0.6124	0.5979	0.4398	7.557	4.674	4.857	2.91	0	0	5.992	2.807	3.41	1.389	0	0	1.679	1.01	1.119	0.7052	0	0.6373	16	21.52	0	2.82	0	0	0	0	0	0	0	0	0	0	0	9.744	3.586	0	0.8938	2.6	0	2	1	1	0	4.613	-3.622	9.811	18	1	3	9	1	0.5	1	8	0	3	343	484	0	0	0	313.6	0	5.683	1554	28	112
2-14	6.89	12.8	2.073	0.03	1.744	1.981	-2.822	-0.5511	0.592	2.747	-2.805	-0.4581	0.6842	2.797	-2.556	-0.4287	0.7183	3.01	0	-0.8548	-0.3777	0.05882	2.836	-0.9598	-0.2639	0.1439	2.892	-0.53	-0.2044	0.1601	3.08	20.73	11.11	6.542	16.49	8.752	5.117	5.55	1.712	-1.712	0.1487	0.1978	127.1	42.65	0	0	0	12.95	0	97.95	98.04	0	0	13.57	0	0.9324	0.5342	0.03459	0.0676	0.4658	0.03301	365.7	209.6	13.57	26.52	182.7	12.95	3.684	-3.684	0.1476	0.2199	0.7642	0.3526	0.03459	0.2358	0.6474	0.2012	299.8	138.3	13.57	92.48	253.9	78.91	10.73	23.86	6.249	4.411	6.371	0	251.5	79.02	33.33	4.717	0	11.51	0	73.76	34.64	0	0	176.4	56.61	51.77	23.55	0.4121	5.807	3.766	9.063	350.5	71.96	1.285	2	12	0	56	0	26	22	23	0	0	30	2	1	0	63.49	8	0.2857	12	58	1	28	8	0.2857	45	1.339	37.71	18.19	16.04	15.81	14.51	12.76	9.806	9.866	7.857	6.634	4.584	1.138	0.5749	0.7209	0.4053	8.965	4.599	5.453	2.841	0	0	6.984	2.754	3.78	1.349	0	0	2.836	0.9574	1.502	0.6653	0	0.6544	16	20.37	0	2.198	12.62	0	0	0	0	0.1617	2.073	0	0	0	0	8.63	0	0	0.7358	4.546	0	3	0	1	0	4.669	-4.248	10.87	18	1	3	9	1	0.5	1	8	0	3	392.3	535.7	13.57	0	0	343	12.95	13.57	2011	36	128
2-15	6.03	15.45	2.697	0.03	1.792	2.407	-2.821	-0.5945	0.6307	2.747	-2.8	-0.4982	0.7267	2.798	-2.555	-0.465	0.766	3.009	0	-0.8533	-0.3883	0.06586	2.886	-0.9328	-0.2639	0.1526	2.957	-0.5296	-0.2161	0.1719	3.137	24.13	13.03	7.775	18.36	9.82	5.817	5.817	1.986	-1.986	0.1283	0.1682	105.8	72.51	0	0	0	12.95	0	81.42	159.3	0	0	13.57	0	0.9405	0.5708	0.03045	0.05952	0.4292	0.02907	419	254.3	13.57	26.52	191.2	12.95	4.577	-4.577	0.1188	0.177	0.7924	0.453	0.03045	0.2076	0.547	0.1771	353	201.8	13.57	92.48	243.7	78.91	12.71	23.86	6.249	4.411	9.557	0	358.1	60.58	0	6.164	0	11.51	0	55.32	37.83	0	0	264.6	56.61	36.88	23.55	0.3688	6.087	3.825	9.605	412.6	79.96	1.269	2	18	0	63	0	31	27	28	0	0	32	2	1	0	73.62	9	0.2647	18	66	1	34	9	0.2647	47	1.224	39.9	21.3	19.15	18.2	16.89	15.28	12.32	11.42	9.414	9.138	6.069	1.342	0.779	0.8387	0.5232	10.8	6.324	6.288	3.684	0	0	8.591	3.941	4.433	1.827	0	0	3.172	1.246	1.635	0.8014	0	0.6589	16	30.74	0	3.351	13.19	0	0	0	0	0.1305	0	0	0	0	0	8.311	0	0	0.6888	4.587	0	3	0	1	1	6.116	-5.689	12.91	24	1	4	10	1	0.5	1	8	0	4	445.5	626.2	13.57	0	0	394.9	12.95	13.57	3098	43	156
2-21	9.22	16.48	3.17	0.03	1.788	3.026	-2.821	-0.5868	0.6304	2.746	-2.802	-0.498	0.726	2.796	-2.555	-0.4649	0.7649	3.008	0	-0.8831	-0.3884	0.06599	2.861	-0.9599	-0.2723	0.1526	2.918	-0.5296	-0.2086	0.1719	3.111	28.02	13.69	8.5	23.1	11.22	6.935	7.406	2.808	-2.808	0.0906	0.1682	155.3	59.72	8.531	10.68	0	17.13	0	103.7	98.04	6.513	0	13.57	32.02	0.8759	0.5024	0.09022	0.1241	0.4976	0.03391	442.5	253.9	45.58	62.72	251.4	17.13	5.736	-5.736	0.2099	0.1412	0.6997	0.4468	0.09022	0.3003	0.5532	0.2101	353.5	225.8	45.58	151.7	279.5	106.1	14.02	72.03	6.249	5.962	9.557	0	339.3	60.58	39.78	5.568	0	59.68	6.879	55.32	37.83	34.45	0	247	56.61	35.67	57.69	0.3355	6.248	4.202	9.908	490.7	100.9	1.462	4	18	0	69	0	35	28	29	0	0	34	2	3	1	81.22	10	0.2632	18	72	1	38	10	0.2632	53	1.112	48.56	24.68	20.02	21.16	17.82	16.9	12.14	13.94	9.325	8.944	5.992	2.606	0.779	1.287	0.5232	12.45	6.157	7.261	3.629	0.2041	0	9.605	3.76	4.992	1.776	0.03608	0	5.295	1.246	2.347	0.8014	0	0.7114	22	26.05	0	2.861	38.33	0	-3.454	0	0	-0.07081	1.826	0	0	0	0	7.146	0	0	0.6276	4.262	0	5	0	1	1	5.314	-5.83	14.36	24	0	4	11	3	0.5	1	11	0	4	505.2	689.7	45.58	0	0	414.6	19.46	45.58	4800	52	180
2-22	9.52	16.98	3.17	0.03	1.788	3.026	-2.822	-0.5867	0.6303	2.747	-2.805	-0.498	0.726	2.797	-2.556	-0.4648	0.7648	3.01	0	-0.8831	-0.3884	0.06599	2.898	-0.9598	-0.2696	0.1526	2.952	-0.53	-0.2086	0.1719	3.147	28.99	14.4	8.758	24.04	11.87	7.191	7.929	2.852	-2.852	0.08926	0.1656	153.8	59.72	8.531	10.68	0	17.13	0	122.5	98.04	6.513	0	13.57	32.02	0.88	0.5218	0.08725	0.12	0.4782	0.03279	459.8	272.6	45.58	62.72	249.9	17.13	5.736	-5.736	0.2099	0.1412	0.7288	0.4321	0.08725	0.2712	0.5679	0.1839	380.8	225.8	45.58	141.7	296.7	96.1	14.48	72.03	6.249	5.962	9.557	0	339.3	79.02	40.21	5.958	0	59.68	6.879	73.76	37.83	1.551	0	247	56.61	69	57.69	0.3282	6.285	4.193	9.999	504.7	104.2	1.447	4	18	0	72	0	36	29	30	0	0	36	2	3	1	84.31	11	0.2821	18	75	1	39	11	0.2821	56	1.143	50.75	25.38	20.73	21.87	18.52	17.44	12.85	14.52	10.03	8.944	5.992	2.537	0.779	1.241	0.5232	12.73	6.157	7.518	3.629	0.2041	0	10.05	3.76	5.218	1.776	0.03608	0	5.247	1.246	2.371	0.8014	0	0.7067	22	26.15	0	2.889	38.68	0	-3.46	0	0	-0.03609	1.999	0	0	0	0	7.835	0	0	0.6291	4.395	0	5	0	0	2	5.655	-6.157	14.83	24	0	4	12	3	0.5	1	11	0	4	522.5	714.1	45.58	0	0	430.5	19.46	45.58	5071	54	184
