__MOL_ID__	LogS	QikProp_#stars	QikProp_#amine	QikProp_#amidine	QikProp_#acid	QikProp_#amide	QikProp_#rotor	QikProp_#rtvFG	QikProp_CNS	QikProp_mol_MW	QikProp_dipole	QikProp_SASA	QikProp_FOSA	QikProp_FISA	QikProp_PISA	QikProp_WPSA	QikProp_volume	QikProp_donorHB	QikProp_accptHB	QikProp_dip^2/V	QikProp_ACxDN^.5/SA	QikProp_glob	QikProp_QPpolrz	QikProp_QPlogPC16	QikProp_QPlogPoct	QikProp_QPlogPw	QikProp_QPlogPo/w	QikProp_QPlogS	QikProp_CIQPlogS	QikProp_QPlogHERG	QikProp_QPPCaco	QikProp_QPlogBB	QikProp_QPPMDCK	QikProp_QPlogKp	QikProp_IP(eV)	QikProp_EA(eV)	QikProp_#metab	QikProp_QPlogKhsa	QikProp_HumanOralAbsorption	QikProp_PercentHumanOralAbsorption	QikProp_SAfluorine	QikProp_SAamideO	QikProp_PSA	QikProp_#NandO	QikProp_RuleOfFive	QikProp_#ringatoms	QikProp_#in34	QikProp_#in56	QikProp_#noncon	QikProp_#nonHatm	QikProp_RuleOfThree	QikProp_ACxDN^.5/SAxSASA/MW
2163-69-1	-2.36	2	0	0	0	1	1	0	1	198.308	5.288	457.49	423.19	34.3	0	0	765.189	1	2	0.036546	0.0043717	0.8843606	23.827	5.831	9.881	5.734	2.344	-3.056	-1.239	-2.029	3257.881	0.211	2625.583	-2.056	9.058	-1.241	0	-0.055	3	100	0	19.811	35.571	3	0	8	0	0	8	14	0	0.0100854
85-79-0	-3.7	0	1	0	0	0	10	0	1	343.468	4.341	724.3	484.973	42.409	196.918	0	1242.47	1	5.5	0.0151652	0.0075935	0.7716802	39.029	11.793	16.564	7.766	4.17	-4.573	-3.554	-6.892	978.675	-0.115	534.701	-2.71	8.961	1.004	2	0.474	3	100	0	0	54.459	5	0	10	0	10	0	25	0	0.0160131
1668-19-5	-3.4	1	1	0	0	0	3	0	2	279.381	1.167	550.37	246.239	5.952	298.179	0	969.36	0	2.75	0.0014048	0	0.8606647	33.561	9.39	12.014	5.159	4.28	-3.407	-3.337	-5.935	2169.508	0.728	1264.144	-2.353	9.078	0.143	3	0.569	3	100	0	0	13.258	2	0	15	0	12	1	21	0	0
31251-03-3	-8.4	0	0	0	0	0	4	0	1	379.384	6.88	598.046	0.838	35.19	448.983	113.035	1083.013	0	2.5	0.0437007	0	0.852811	38.908	10.98	15.257	6.071	5.797	-6.083	-7.349	-6.055	4594.002	0.277	10000	-0.202	10.172	0.512	3	0.923	3	100	113.035	0	25.207	3	1	23	0	23	0	28	1	0
496-15-1	-1.04	4	1	0	0	0	0	0	2	119.166	1.994	321.141	112.847	29.504	178.79	0	487.459	1	1	0.0081528	0.0031139	0.9327434	15.062	4.566	6.261	4.358	1.306	-0.546	-0.501	-4.199	1297.233	0.736	725.085	-3.496	7.937	-0.625	2	-0.284	3	90.307	0	0	15.521	1	0	9	0	9	2	9	0	0.00839166
28805-78-9	-3.01	2	0	0	0	1	1	0	1	222.33	5.202	480.614	444.74	35.874	0	0	816.507	1	2	0.033144	0.0041613	0.8790404	25.881	6.323	10.557	5.952	2.659	-3.406	-2.192	-2.115	3031.82	0.194	2529.826	-2.085	9.061	-1.226	0	0.085	3	100	0	21.86	33.549	3	0	10	0	10	10	16	0	0.00899554
34123-59-6	-3.54	0	0	0	0	1	2	0	1	206.287	5.235	472.295	323.879	40.779	107.637	0	783.264	1	2	0.0349828	0.0042346	0.8700766	24.936	6.725	10.387	6.05	2.59	-3.473	-2.277	-2.773	3027.125	0.084	2253.293	-1.7	8.541	-0.434	1	-0.051	3	100	0	16.101	34.333	3	0	6	0	6	0	15	0	0.00969514
389-08-2	-3.37	0	0	0	1	0	2	0	-1	232.238	6.749	457.849	206.692	144.335	106.822	0	761.001	0	4.5	0.0598503	0	0.8804395	24.037	7.064	10.845	6.521	1.591	-3.328	-2.517	-2.169	107.342	-0.798	56.385	-3.611	8.866	0.879	1	-0.623	3	72.608	0	0	84.321	5	0	10	0	10	0	17	0	0
51940-44-4	-2.98	0	1	0	1	0	2	0	-1	303.32	7.379	547.962	289.695	183.071	75.196	0	940.454	1	7.5	0.0578976	0.0136871	0.8471749	30.917	8.962	16.381	11.205	-0.994	-2.76	-2.088	-3.282	11.49	-0.859	5.573	-6.499	9.158	1.076	1	-0.495	2	40.105	0	0	112.263	8	0	16	0	16	4	22	1	0.0247264
68-22-4	-4.57	0	0	0	0	0	2	0	0	298.424	5.949	524.952	367.524	87.092	70.336	0	957.343	1.5	2.75	0.036965	0.0064159	0.8948644	31.546	8.738	14.144	6.518	3.298	-5.088	-4.215	-3.569	1479.126	-0.282	755.276	-2.685	9.867	-0.155	4	0.578	3	100	0	0	46.524	2	0	17	0	17	14	22	0	0.0112861
51-98-9	-4.79	0	0	0	0	0	2	1	0	340.461	3.169	592.531	449.54	85.444	57.548	0	1090.362	0.5	4	0.0092077	0.0047735	0.8646377	36.748	9.519	14.728	6.349	3.963	-4.997	-4.661	-3.997	1533.329	-0.319	785.235	-2.699	10.218	0.112	3	0.743	3	100	0	0	60.308	3	0	17	0	17	14	25	0	0.0083077
83-43-2	-2.99	0	0	0	0	0	5	0	-2	374.476	6.828	571.995	318.307	190.765	62.924	0	1083.355	3	8.15	0.0430393	0.0246789	0.8918388	34.592	10.891	20.83	14.14	1.575	-3.469	-3.794	-3.582	153.773	-1.337	65.383	-4.334	10.392	0.675	4	-0.113	3	75.309	0	0	105.077	5	0	17	0	17	12	27	0	0.0376959
1689-83-4	-3.61	1	0	0	0	0	2	0	0	370.916	3.825	377.325	0	110.091	108.723	158.511	583.514	1	2.25	0.0250685	0.005963	0.8949872	16.952	6.427	8.764	5.411	1.941	-3.749	-7.209	-3.75	895.174	-0.084	3241.108	-2.973	9.25	1.723	1	-0.301	3	91.144	0	0	46.035	2	0	6	0	6	0	11	0	0.00606603
76-75-5	-3.36	2	0	0	0	0	4	0	1	242.335	2.708	428.72	280.87	67.249	0	80.601	750.981	2	3.5	0.0097666	0.0115454	0.9319889	21.332	7.084	11.48	6.731	1.949	-2.568	-2.98	-2.632	2281.272	0.004	3334.498	-2.375	9.334	1.897	0	-0.177	3	100	0	0	70.741	4	0	6	0	6	1	16	0	0.0204252
76-24-4	-2.23	3	0	0	0	0	2	0	-2	286.157	4.068	318.972	0	318.972	0	0	586.788	4	7.5	0.028201	0.0470261	1.0626755	16.045	8.58	16.056	15.461	-1.85	-1.103	-2.723	-0.518	9.356	-1.44	3.172	-7.206	10.952	1.209	2	-0.469	1	7.575	0	0	226.086	12	2	12	0	12	2	20	1	0.0524188
83-88-5	-3.68	1	0	0	0	0	9	0	-2	376.368	14.072	609.311	257.423	282.244	69.644	0	1076.672	5	12.3	0.1839094	0.0451389	0.8337741	31.821	11.82	27.071	21.032	-1.04	-2.362	-2.963	-4.554	20.863	-2.686	7.547	-5.612	8.674	1.581	6	-0.895	2	44.471	0	0	169.591	10	0	14	0	14	0	27	1	0.0730764
133-90-4	-2.47	0	0	0	1	0	2	0	-1	206.028	3.081	359.986	0	149.853	86.07	124.063	563.629	2.5	3	0.0168464	0.0131767	0.9166608	15.94	6.64	10.916	8.409	1.434	-1.944	-2.466	-1.483	95.158	-0.442	236.717	-3.786	8.56	0.648	2	-0.685	3	70.754	0	0	71.975	3	0	6	0	6	0	12	0	0.0230232
101-27-9	-4.37	0	0	0	0	0	3	0	1	258.104	6.739	517.437	114.808	68.01	185.03	149.589	813.067	1	2.5	0.0558488	0.0048315	0.8141885	26.226	8.543	12.205	6.003	3.54	-4.959	-3.786	-5.421	2243.666	0.066	7818.809	-1.833	9.203	0.141	3	0.207	3	100	0	0	46.127	3	0	6	0	6	0	16	0	0.00968601
60-54-8	-3.12	1	1	0	0	0	7	0	-2	444.44	9.329	614.468	188.704	300.04	125.724	0	1154.694	3	8.25	0.075366	0.0232549	0.8662508	36.763	12.67	22.608	15.07	0.068	-2.873	-4.498	-5.022	3.528	-2.126	1.223	-7.997	9.33	0.961	10	-0.08	1	24.183	0	0	183.36	10	1	18	0	18	6	32	2	0.0321515
79-57-2	-3.14	1	1	0	0	0	8	0	-2	460.44	9.975	622.112	185.672	310.064	126.376	0	1168.56	4	9.95	0.0851416	0.0319878	0.8624429	36.682	13.09	25.095	18.079	-0.232	-2.043	-4.114	-5.087	2.834	-2.299	0.965	-8.083	8.841	1.029	11	-0.343	1	7.765	0	0	191.901	11	2	18	0	18	6	33	2	0.0432195
63-91-2	-1.23	0	1	0	1	0	4	0	-1	165.191	3.093	372.308	47.721	141.832	182.755	0	597.236	3	3	0.0160208	0.0139566	0.9212132	16.924	6.908	11.421	9.289	-1.164	-0.686	-0.655	-2.597	28.276	-0.393	14.751	-5.168	9.544	-0.019	4	-0.731	2	46.105	0	0	71.899	3	0	6	0	6	0	12	0	0.0314554
957-51-7	-2.98	0	0	0	0	1	3	0	1	239.316	4.466	500.965	144.213	26.081	330.671	0	850.399	0	3	0.0234529	0	0.8665089	29.111	8.624	11.034	7.064	2.963	-3.017	-2.842	-3.895	3944.093	0.151	3187.664	-0.547	9.282	-0.046	3	-0.165	3	100	0	19.175	22.731	2	0	12	0	12	0	18	0	0
2303-17-5	-4.88	2	0	0	0	0	5	0	2	304.661	3.582	513.866	286.667	27.916	11.723	187.561	879.499	0	2.5	0.014588	0	0.8639162	25.945	7.986	9.889	2.651	4.352	-4.65	-4.383	-3.79	5384.872	0.473	10000	-1.513	9.326	0.666	1	0.29	3	100	0	0	25.578	2	0	0	0	0	0	16	0	0
63-68-3	-0.42	1	1	0	1	0	5	0	-1	149.207	3.122	360.55	172.812	147.07	0	40.669	551.895	3	3.5	0.017657	0.0168137	0.9024777	12.722	5.269	10.101	8.34	-1.591	-0.65	0.051	-2.029	25.22	-0.443	21.773	-5.813	9.143	0.019	3	-0.915	2	42.719	0	0	72.577	3	0	0	0	0	0	9	0	0.0406293
1114-71-2	-3.35	3	0	0	0	0	7	0	0	203.342	2.841	505.11	459.775	27.27	0	18.065	828.679	0	2.5	0.0097381	0	0.8447023	22.515	6.096	7.625	2.045	3.364	-3.419	-2.232	-4.045	5461.375	-0.069	3892.65	-1.35	9.304	0.189	0	0.058	3	100	0	0	25.919	2	0	0	0	0	0	13	0	0
93-60-7	-0.46	2	0	0	0	0	1	1	0	137.138	0.708	342.401	95.849	78.603	167.949	0	519.242	0	3.5	0.0009666	0	0.9124528	15.588	4.741	6.398	5.447	0.602	-0.721	-0.721	-3.75	1780.376	-0.126	922.834	-2.281	10.327	0.764	2	-0.853	3	88.648	0	0	47.411	3	0	6	0	6	0	10	0	0
94-12-2	-2.33	0	0	0	0	0	4	1	0	179.218	5.044	437.862	174.163	109.489	154.209	0	690.113	1.5	3	0.0368715	0.0083913	0.862531	20.369	6.626	10.4	6.836	1.779	-2.404	-2.041	-4.492	907.017	-0.659	445.182	-2.61	8.424	0.067	1	-0.264	3	90.298	0	0	61.266	3	0	6	0	6	0	13	0	0.0205015
96-48-0	1.07	11	0	0	0	0	0	1	1	86.09	5.631	245.994	174.771	71.222	0	0	353.766	0	3	0.0896178	0	0.9833732	8.004	2.479	4.534	3.75	-0.333	0.68	0.385	-1.801	2091.689	0.072	1098.423	-2.832	11.045	-1.115	1	-1.158	3	84.425	0	0	42.375	2	0	5	0	5	3	6	0	0
99-24-1	-1.24	0	0	0	0	0	4	1	-2	184.148	4.992	383.24	95.849	199.254	88.138	0	597.023	3	4.25	0.0417376	0.0192078	0.894721	16.012	6.392	12.206	10.294	-0.203	-1.318	-1.735	-3.656	127.755	-1.337	53.512	-4.497	9.25	0.511	3	-0.677	2	63.456	0	0	100.052	5	0	6	0	6	0	13	0	0.0399744
99-76-3	-1.78	0	0	0	0	0	2	1	0	152.149	3.746	361.651	95.848	106.547	159.256	0	555.118	1	2.75	0.0252732	0.007604	0.9032307	16.299	5.408	8.102	6.13	1.793	-1.372	-1.626	-3.857	967.193	-0.428	477.19	-2.73	9.524	0.38	1	-0.446	3	90.877	0	0	57.558	3	0	6	0	6	0	11	0	0.0180743
103-36-6	-3.0	3	0	0	0	0	4	1	0	176.215	2.644	450.836	168.989	57.458	224.389	0	703.291	0	2	0.0099413	0	0.8483406	21.566	6.457	7.549	3.809	2.774	-3.062	-2.247	-5.056	2825.056	-0.21	1520.047	-1.404	9.445	0.753	0	-0.045	3	100	0	0	36.321	2	0	6	0	6	0	13	0	0
123-25-1	-0.96	4	0	0	0	0	5	2	0	174.196	0.001	464.21	368.514	95.696	0	0	711.139	0	4	0	0	0.8300157	19.095	5.117	7.37	4.324	1.324	-2.106	-0.917	-4.283	1225.786	-0.664	616.475	-2.803	11.232	-1.032	2	-0.6	3	89.976	0	0	71.652	4	0	0	0	0	0	12	0	0
131-17-9	-3.13	0	0	0	0	0	6	2	0	246.262	3.916	546.746	224.365	62.299	260.081	0	893.507	0	4	0.0171648	0	0.820562	28.235	8.622	11.012	5.844	3.066	-3.533	-2.807	-5.676	2541.639	-0.415	1355.908	-1.175	10.252	0.702	2	-0.113	3	100	0	0	60.763	4	0	6	0	6	0	18	0	0
136-60-7	-3.48	3	0	0	0	0	4	1	0	178.23	2.736	454.719	206.598	48.132	199.989	0	720.703	0	2	0.0103895	0	0.8549204	22.03	6.45	7.65	3.589	2.924	-3.136	-2.29	-4.833	3463.06	-0.117	1894.272	-1.318	10.077	0.404	0	0.005	3	100	0	0	35.031	2	0	6	0	6	0	13	0	0
619-45-4	-1.59	0	0	0	0	0	2	1	0	151.165	5.181	365.04	95.849	113.631	155.561	0	561.846	1.5	3	0.0477712	0.0100653	0.9020603	16.532	5.608	9.381	7.139	0.661	-1.921	-1.539	-3.859	828.593	-0.488	403.726	-2.874	8.444	0.094	1	-0.479	3	83.048	0	0	61.382	3	0	6	0	6	0	11	0	0.0243061
013476-55-6	-3.95	0	0	0	0	0	7	1	-1	221.299	5.049	535.09	271.39	109.491	154.209	0	869.501	1.5	3	0.0293195	0.0068666	0.8233514	25.621	8.309	11.94	6.408	2.784	-3.731	-2.839	-5.126	906.978	-0.935	445.161	-2.322	8.425	0.068	1	0.063	3	96.183	0	0	61.264	3	0	6	0	6	0	16	0	0.0166031
014309-40-1	-4.6	0	0	0	0	0	8	1	-2	235.325	5.012	567.508	303.798	109.5	154.21	0	929.307	1.5	3	0.0270259	0.0064743	0.8115196	27.373	8.895	12.456	6.266	3.157	-4.143	-3.113	-5.317	906.805	-1.027	445.069	-2.226	8.426	0.069	1	0.177	3	100	0	0	61.265	3	0	6	0	6	0	17	0	0.0156134
014309-41-2	-5.4	0	0	0	0	0	9	1	-2	249.352	5.04	599.9	336.207	109.483	154.21	0	989.086	1.5	3	0.0256791	0.0061247	0.8002801	29.123	9.492	12.985	6.123	3.532	-4.559	-3.389	-5.499	907.127	-1.119	445.24	-2.13	8.426	0.069	1	0.293	3	100	0	0	61.266	3	0	6	0	6	0	18	0	0.014735
87-17-2	-3.59	0	0	0	0	0	3	0	0	213.235	5.352	448.366	0	77.27	371.096	0	726.932	1	2.25	0.0394076	0.0050182	0.8720231	24.555	8.271	11.021	6.867	2.888	-3.2	-3.33	-5.373	1832.946	-0.295	952.322	-1.348	8.744	0.404	2	0.032	3	100	0	0	51.342	3	0	12	0	12	0	16	0	0.0105517
100-65-2	-0.74	5	0	0	0	0	2	1	0	109.127	1.029	294.342	0	83.627	210.715	0	432.884	2	2.7	0.0024458	0.0129726	0.9402142	11.898	4.869	7.715	7.577	0.795	-0.704	-0.944	-3.504	1595.387	-0.188	819.642	-2.126	8.154	-0.374	1	-0.739	3	88.927	0	0	37.712	2	0	6	0	6	0	8	0	0.0349903
100-68-5	-2.39	9	0	0	0	0	1	0	1	124.2	1.685	307.813	73.315	0	190.533	43.964	474.234	0	0.5	0.0059845	0	0.9554464	14.002	4.64	4.231	2.043	2.735	-2.389	-2.323	-3.162	9906.038	0.11	10000	-0.752	8.577	-0.065	0	-0.182	3	100	0	0	0	0	0	6	0	6	0	8	0	0
103-70-8	-0.68	3	0	0	0	0	1	0	0	121.138	4.873	319.391	23.008	92.988	203.395	0	476.701	1	2.5	0.0498177	0.0078274	0.9240036	14.224	4.967	7.655	6.21	1.36	-1.293	-1.146	-3.732	1300.465	-0.223	657.169	-2.421	8.959	-0.197	1	-0.555	3	90.642	0	0	47.274	2	0	6	0	6	0	9	0	0.0206376
121-61-9	-1.61	1	0	0	0	0	3	0	-2	214.239	7.532	424.497	95.023	193.594	134.02	1.861	669.208	3	7	0.0847699	0.0285617	0.8716268	19.981	7.273	15.71	13.597	-0.557	-1.766	-1.506	-4.248	144.561	-1.312	62.612	-4.327	9.503	0.644	0	-0.755	3	62.348	0	0	100.278	5	0	6	0	6	0	14	0	0.0565927
537-92-8	-2.09	0	0	0	0	0	1	0	1	149.192	4.617	385.76	182.368	55.631	147.761	0	596.326	1	2.5	0.0357392	0.0064807	0.8881854	18.48	5.278	8.605	5.737	1.405	-1.534	-1.646	-4.046	2940.012	0.033	1587.011	-1.928	8.869	-0.252	2	-0.266	3	100	0	0	37.09	2	0	6	0	6	0	11	0	0.0167569
552-32-9	-1.91	0	0	0	0	0	2	0	0	180.163	3.613	379.162	90.657	131.339	157.167	0	597.812	1	3.5	0.0218327	0.0092309	0.9051416	17.987	6.051	9.176	7.065	1.131	-1.973	-1.906	-3.816	562.88	-0.626	265.815	-3.194	9.524	1.191	2	-0.452	3	82.794	0	0	76.579	5	0	6	0	6	0	13	0	0.0194269
579-10-2	-0.95	1	0	0	0	0	1	0	1	149.192	4.687	374.888	146.82	41.551	186.516	0	590.942	0	3	0.0371732	0	0.9084346	18.635	5.355	7.53	4.907	1.398	-1.489	-1.209	-3.903	3998.246	0.168	2212.584	-1.532	9.149	-0.174	1	-0.511	3	100	0	0	28.903	2	0	6	0	6	0	11	0	0
614-80-2	-2.24	0	0	0	0	0	2	0	0	151.165	4.763	360.852	94.982	100.496	165.374	0	554.9	2	3.25	0.0408878	0.0127371	0.9049946	16.348	5.65	10.04	8.085	0.567	-1.157	-1.469	-3.858	1103.809	-0.375	550.444	-2.597	8.892	-0.13	2	-0.543	3	84.73	0	0	58.039	3	0	6	0	6	0	11	0	0.0304052
2188-67-2	-3.27	0	1	0	0	0	9	1	-1	250.34	4.21	590.923	321.79	116.614	152.52	0	971.556	2.5	4.5	0.0182414	0.0120407	0.8028094	28.405	9.58	14.935	9.081	2.071	-2.574	-1.796	-6.176	193.621	-0.787	92.792	-4.33	8.362	-0.002	2	-0.087	3	80.003	0	0	74.313	4	0	6	0	6	0	18	0	0.0284219
2011-67-8	-3.8	0	0	0	0	0	1	0	-1	295.297	1.755	530.049	123.316	152.51	254.223	0	906.58	0	5	0.0033963	0	0.8546465	31.913	9.477	13.367	8.466	2.018	-3.481	-3.679	-5.096	354.524	-0.889	161.276	-3.339	9.752	1.65	2	-0.13	3	84.397	0	0	90.164	6	0	17	0	12	1	22	0	0
3772-43-8	-3.84	0	1	0	0	0	10	1	1	293.405	2.042	659.429	483.686	41.471	134.272	0	1120.596	0	4.75	0.0037204	0	0.7912189	33.554	9.862	12.584	4.974	3.636	-3.379	-2.412	-6.277	998.922	-0.082	546.668	-2.913	9.189	0.213	2	0.176	3	100	0	0	46.513	4	0	6	0	6	0	21	0	0
91-81-6	-2.64	0	1	0	0	0	6	0	2	255.362	1.598	544.521	211.068	8.435	325.018	0	938.128	0	3.5	0.0027211	0	0.8511225	30.641	9.257	11.331	5.422	3.335	-2.595	-2.544	-6.217	2054.997	0.523	1192.179	-2.017	8.283	-0.334	4	0.15	3	100	0	0	13.76	3	0	12	0	12	0	19	0	0
977-79-7	-5.27	0	0	0	0	0	1	0	0	340.505	4.082	609.114	470.75	105.47	32.895	0	1112.225	0	4	0.0149796	0	0.8523045	38.029	9.546	14.587	5.846	3.902	-5.18	-4.69	-4.079	990.218	-0.465	489.481	-3.251	9.413	0.729	3	0.734	3	100	0	0	49.951	2	0	17	0	17	12	25	0	0
595-33-5	-5.35	0	0	0	0	0	2	1	0	384.514	7.547	608.31	469.59	105.829	32.891	0	1165.808	0	6	0.0488509	0	0.8806262	39.532	10.097	16.745	7.595	3.285	-4.866	-4.697	-3.62	982.482	-0.467	485.349	-3.162	9.413	0.727	3	0.312	3	100	0	0	74.61	4	0	17	0	17	12	28	0	0
1678-91-7	-4.25	11	0	0	0	0	1	0	2	112.214	0.092	344.014	344.014	0	0	0	538.932	0	0	1.57e-05	0	0.9309907	14.772	3.416	3.581	-1.175	3.977	-4.404	-4.289	-2.649	9906.038	0.881	5899.293	0.474	11.141	-3.431	0	0.14	3	100	0	0	0	0	0	6	0	6	6	8	0	0
2460-49-3	-2.53	2	0	0	0	0	2	0	1	193.029	4.207	349.914	79.824	55.442	85.936	128.711	547.643	1	1.5	0.0323228	0.0042868	0.9251294	15.299	5.579	7.482	4.069	2.72	-1.404	-2.821	-3.153	2952.155	0.327	8083.395	-2.047	8.947	0.151	2	-0.277	3	100	0	0	30.203	2	0	6	0	6	0	11	0	0.00777091
99-49-0	-2.06	2	0	0	0	0	1	0	1	150.22	4.259	385.527	272.662	46.135	66.73	0	621.671	0	2	0.0291727	0	0.9137292	18.72	4.92	6.753	3.164	2.112	-2.064	-1.501	-3.246	3617.415	0.135	1985.695	-2.039	10.1	0.082	5	-0.155	3	100	0	0	27.878	1	0	6	0	6	3	11	0	0
556-88-7	-1.37	5	0	1	0	0	3	1	-2	104.068	9.679	253.51	0	253.51	0	0	350.867	4	5	0.2670191	0.0394461	0.948997	5.961	4.174	13.907	12.175	-2.055	-0.251	-0.498	-2.357	39.072	-1.494	14.87	-7.966	9.465	0.283	1	-0.856	2	43.403	0	0	117.055	6	0	0	0	0	0	7	0	0.0960908
79-07-2	-0.02	7	0	0	0	1	0	0	-1	93.513	6.965	244.288	55.595	117.128	0	71.565	334.754	2	2.5	0.1449186	0.0144728	0.9544371	7.243	3.138	8.214	9.297	-0.948	1.128	0.226	-0.895	385.971	-0.118	916.792	-3.678	10.069	-0.763	2	-1.142	2	67.689	0	37.515	54.347	2	0	0	0	0	0	5	0	0.0378079
120-89-8	-0.4	8	0	0	0	0	0	2	-1	114.06	2.46	206.818	0	206.818	0	0	308.338	2	4	0.0196283	0.0273518	1.0672375	6.186	4.578	7.155	8.493	-1.39	-0.354	-0.745	-0.444	108.303	-0.647	44.762	-5.331	11.184	1.21	0	-0.74	2	55.223	0	0	119.123	5	0	5	0	5	0	8	0	0.0495953
141-76-4	-0.43	5	0	0	1	0	2	1	-1	199.976	2.471	282.736	90.408	106.696	0	85.632	404.655	1	2	0.0150835	0.0070737	0.9357801	8.756	3.538	5.151	4.149	0.985	-0.646	-2.431	-0.764	244.177	-0.159	403.703	-3.294	9.576	1.095	1	-0.866	3	75.45	0	0	50.468	2	0	0	0	0	0	6	0	0.0100011
55-63-0	-2.22	5	0	0	0	0	8	3	-2	227.087	3.867	405.505	76.558	328.947	0	0	636.184	0	7	0.0235035	0	0.8821793	14.169	6.317	8.774	8.062	-2.24	1.066	-0.649	-3.438	7.525	-2.737	2.507	-6.814	12.831	0.762	0	-1.747	2	16.558	0	0	170.243	12	1	0	0	0	0	15	1	0
591-07-1	-0.9	7	0	0	0	1	0	0	-1	102.093	9.723	262.204	96.901	165.303	0	0	373.88	2	2.5	0.2528721	0.0134839	0.9572268	8.809	3.484	10.122	9.321	-1.256	1.17	0.122	-0.85	145.973	-0.639	119.247	-4.566	9.963	-0.677	1	-1.072	2	58.326	0	33.173	91.519	4	0	0	0	0	0	7	0	0.0346305
56-81-5	1.12	7	0	0	0	0	5	0	-1	92.094	4.38	269.458	117.372	152.086	0	0	382.715	3	5.1	0.0501296	0.0327823	0.9460707	5.952	3.578	8.95	9.716	-1.19	0.089	-0.399	-2.405	357.822	-0.871	162.898	-3.842	10.957	-2.581	3	-0.98	2	65.685	0	0	67.52	3	0	0	0	0	0	6	0	0.0959178
50-71-5	-1.25	7	0	0	0	0	0	3	-2	142.071	3.264	247.851	0	247.851	0	0	378.607	2	6	0.028145	0.0342355	1.0211776	8.998	4.985	9.488	10.84	-1.953	-0.391	-0.72	-1.189	44.211	-1.021	16.995	-6.087	11.196	1.797	0	-0.772	2	44.96	0	0	139.555	6	0	6	0	6	0	10	0	0.0597258
480-68-2	-2.28	5	0	0	0	0	1	0	-2	173.085	5.613	276.601	17.871	258.73	0	0	438.941	2	6	0.0717785	0.0306769	1.0098292	10.77	5.564	10.715	10.763	-1.793	-0.418	-1.051	-1.373	34.863	-1.188	13.147	-6.192	11.664	1.344	1	-0.794	2	44.053	0	0	153.915	8	0	6	0	6	1	12	0	0.0490237
51953-17-4	0.59	8	0	0	0	0	0	0	-1	96.088	5.596	266.427	50.322	145.169	70.937	0	382.489	0	4.5	0.0818686	0	0.9564578	9.831	3.48	6.32	6.263	-0.911	1.092	0.679	-2.575	416.166	-0.494	191.789	-3.945	10.334	1.645	3	-1.475	2	68.491	0	0	74.467	3	0	6	0	6	1	7	0	0
123-56-8	0.3	8	0	0	0	0	0	0	-1	99.089	2.123	244.09	110.255	133.835	0	0	355.519	1	3	0.0126798	0.0122906	0.9943151	8.074	3.319	5.282	5.636	-0.76	0.127	-0.493	-1.624	533.025	-0.339	250.609	-3.986	10.682	-0.054	2	-0.804	2	71.299	0	0	75.764	3	0	5	0	5	2	7	0	0.0302759
106-57-0	-0.83	7	0	0	0	2	0	0	-1	114.104	1.163	281.414	112.623	168.791	0	0	408.615	2	5	0.0033104	0.0251269	0.9462995	10.199	3.777	8.534	15.967	-2.379	2	0.766	0.348	48.834	-0.693	109.822	-4.63	10.01	-0.733	2	-1.456	2	43.243	0	88.76	85.498	4	0	6	0	6	2	8	0	0.0619703
97-59-6	-1.6	4	0	0	0	1	1	0	-2	158.116	6.162	301.853	14.182	287.671	0	0	461.04	3.25	3.75	0.0823672	0.0223963	0.956155	11.655	5.616	11.838	13.294	-2.121	0.445	-0.665	-0.867	9.592	-1.595	6.64	-6.725	10.144	0.193	2	-1.04	2	32.1	0	35.931	154.445	7	0	5	0	5	1	11	1	0.0427559
?	-1.16	1	0	0	0	0	2	0	2	175.073	4.169	364.97	168.502	34.13	0	162.338	556.211	0	4	0.0312425	0	0.896191	14.821	4.635	7.061	6.885	1.356	-0.193	-0.935	-3.212	187.172	0.558	10000	-1.957	9.214	0.48	1	-0.922	3	75.556	0	0	18.661	1	0	0	0	0	0	8	0	0
453-20-3	1.05	9	0	0	0	0	1	0	1	88.106	3.065	244.961	197.439	47.522	0	0	359.205	1	3.4	0.0261532	0.0138797	0.9976144	7.579	2.799	5.051	5.225	-0.089	0.098	-0.148	-1.571	3509.503	0.185	1921.746	-2.299	10.678	-2.818	2	-0.874	3	89.877	0	0	32.194	2	0	5	0	5	4	6	0	0.0385897
80-60-4	0.31	7	1	0	1	0	3	0	-1	103.121	2.976	290.234	143.108	147.126	0	0	424.288	3	3	0.0208799	0.0179033	0.9408571	8.9	3.966	8.476	8.105	-2.713	0.282	0.558	-1.408	25.189	-0.327	13.018	-6.006	9.626	-1.007	3	-1.019	2	36.138	0	0	72.585	3	0	0	0	0	0	7	0	0.0503888
541-48-0	1.08	7	1	0	1	0	3	0	-1	103.121	2.805	289.366	141.521	147.845	0	0	423.78	2	2	0.0185635	0.0097746	0.9429279	8.879	3.764	6.45	5.658	-1.973	0.216	0.452	-1.374	24.796	-0.327	12.799	-6.019	9.338	-1.254	3	-0.921	2	40.351	0	0	72.866	3	0	0	0	0	0	7	0	0.0274283
