__MOL_ID__	LogS	moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_FCharge	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC+	moe2D_PEOE_PC-	moe2D_PEOE_RPC+	moe2D_PEOE_RPC-	moe2D_PEOE_VSA+0	moe2D_PEOE_VSA+1	moe2D_PEOE_VSA+2	moe2D_PEOE_VSA+3	moe2D_PEOE_VSA+4	moe2D_PEOE_VSA+5	moe2D_PEOE_VSA+6	moe2D_PEOE_VSA-0	moe2D_PEOE_VSA-1	moe2D_PEOE_VSA-2	moe2D_PEOE_VSA-3	moe2D_PEOE_VSA-4	moe2D_PEOE_VSA-5	moe2D_PEOE_VSA-6	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC+	moe2D_Q_PC-	moe2D_Q_RPC+	moe2D_Q_RPC-	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_aro	moe2D_a_base	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nBr	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nI	moe2D_a_nN	moe2D_a_nO	moe2D_a_nP	moe2D_a_nS	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_b_triple	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_chiral_u	moe2D_density	moe2D_diameter	moe2D_kS_X	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aaNH	moe2D_kS_aaO	moe2D_kS_aaS	moe2D_kS_aaaC	moe2D_kS_aasC	moe2D_kS_aasN	moe2D_kS_dCH2	moe2D_kS_dNH	moe2D_kS_dO	moe2D_kS_dS	moe2D_kS_ddC	moe2D_kS_ddsN	moe2D_kS_ddssS	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_dssS	moe2D_kS_dsssP	moe2D_kS_sBr	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sI	moe2D_kS_sNH2	moe2D_kS_sOH	moe2D_kS_sSH	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssO	moe2D_kS_ssS	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_ssssC	moe2D_kS_ssssN	moe2D_kS_tCH	moe2D_kS_tNH	moe2D_kS_tsC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_druglike	moe2D_lip_violation	moe2D_logP(o/w)	moe2D_logS	moe2D_mr	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_base	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb
79-06-1	0.96	2.743	0.495	0.482	0.916	0.888	-2.092	-0.5123	0.4129	2.062	-2.457	-0.4665	0.3607	1.996	-1.768	-0.3057	0.5697	2.374	0	-0.8177	-0.4188	0.04421	1.56	-1.37	-0.3006	0.0542	1.527	-0.4285	-0.2109	0.1801	1.834	5	2.25	4	2.854	1.053	1.319	0.6011	0.7333	-0.7333	0.3297	0.4996	0	12.8	0	17.24	12.95	0	0	12.25	22.3	0	0	0	13.57	6.651	0.6607	0.5603	0.2068	0.3393	0.4397	0.1325	64.59	54.77	20.22	33.17	42.98	12.95	1.806	-1.806	0.3409	0.4431	0.2563	0.5603	0.4349	0.7437	0.4397	0.3088	25.05	54.77	42.52	72.71	42.98	30.19	1.939	23.86	0	0	0	32.9	17.64	5.259	32.1	-0.3423	32.9	5.259	23.86	0	0	0	0	17.64	0	32.1	43.09	0.9044	3	1.522	4.197	71.08	16.85	1.685	1	0	0	10	1	5	2	0	3	0	0	5	0	1	1	0	0	10.52	1	0.25	0	9	2	4	1	0.25	7	0	2.744	5.764	4.284	2.284	2.77	1.784	2.27	1.115	1.19	0.6969	0.4082	0.2041	0.4082	0	0.06804	0	0.8165	0	0.2012	0	0	0	0	0	0	0	0	0	0.4082	0	0.04811	0	0	0	0.7318	3	0	0	0	0	0	0	0	0	0	3.086	0	9.472	0	0	0	0	1.056	0	-0.4815	0	0	0	0	0	0	0	4.535	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	-0.277	-0.3653	1.974	1	1	0	1	0	0.3333	0.5	2	1	0	97.76	97.13	13.57	0	17.74	45.22	12.95	31.31	18	2	16
103-90-2	-1.03	6.278	1.168	0.676	1.155	1.633	-2.3	-0.6159	0.6253	2.278	-2.349	-0.5515	0.6702	2.387	-1.982	-0.4473	0.7844	2.591	0	-0.8141	-0.4578	0.0827	2.072	-0.9974	-0.3126	0.1239	2.222	-0.4682	-0.2314	0.2067	2.374	9.091	4.133	3.265	6.169	2.681	2.034	1.504	1.091	-1.091	0.2036	0.3298	38.24	25.52	0	8.619	23.27	0	0	49.02	0	0	0	0	13.57	7.904	0.7307	0.4243	0.1292	0.2693	0.5757	0.1401	121.4	70.49	21.47	44.75	95.66	23.27	2.249	-2.249	0.2529	0.2534	0.6788	0.4243	0.1292	0.3212	0.5757	0.192	112.8	70.49	21.47	53.36	95.66	31.89	4.241	23.86	25.39	0	5.243	20.77	70.57	5.259	33.33	1.351	25.39	23.27	23.86	0	0	0	0	70.57	0	41.33	49.33	0.684	4.459	2.587	6.569	151.2	31.91	1.595	2	6	0	20	2	11	7	0	8	0	0	9	0	1	2	0	0	22.79	1	0.09091	6	20	1	11	2	0.1818	13	0	2.205	11.46	8.268	5.56	6.165	4.809	5.182	3.21	3.249	2.321	1.732	1	0.901	0	0.2599	0	2.94	1.15	1.188	0.5516	0	0	2.231	0.7601	0.748	0.3036	0	0	1.05	0	0.275	0	0	0	0.742	7	0	6.31	0	0	0	0	0	0.8837	0	0	0	10.52	0	0	0	0	0	0	-0.1151	0	0	0	1.437	0	0	0	0	8.878	0	0	2.582	0	0	0	0	0	0	0	0	0	3	2	1	0	0.889	-1.232	4.231	6	1	1	1	0	0.4286	0.75	4	0	1	166.1	203.7	13.57	0	5.683	107.8	12.95	32.82	166	11	50
79-46-9	-0.62	2.438	0.149	0.03	0.737	0.78	-2.401	-0.1617	0.3527	2.602	-2.541	-0.2	0.3124	2.499	-2.298	-0.09757	0.4305	2.7	1	-0.6695	-0.1976	0.04751	2.027	-0.9387	-0.2468	0.03819	1.946	-0.573	-0.1464	0.1264	2.114	6	2.222	3	4.916	1.734	2.227	1.421	1.09	-0.0902	0.2793	1	63.09	16.97	4.265	4.028	3.146	0	10.32	0	11.17	0	0	0	0	0	0.8808	0.09883	0	0.1192	0.9012	0.1192	99.51	11.17	0	13.47	101.8	13.47	1.6	-0.6	0.6734	0.8333	0.7741	0.249	0.09883	0.2259	0.751	0.127	87.46	28.13	11.17	25.52	84.85	14.35	2.139	7.552	0	49.7	3.982	0	0	0	66.65	0.5629	0	7.552	29.59	24.1	0	0	0	0	0	66.65	40.31	0.8524	3.322	1.566	4.788	90.1	22.55	1.611	2	0	1	14	1	6	3	0	3	0	0	8	0	1	2	0	0	13.32	1	0.2	0	13	1	5	1	0.2	12	0	3.077	9.044	5.155	2.577	3.88	2.577	2.643	1.155	1.795	1.155	0.5774	0.5774	0.6667	0	0.3053	0	1.333	0	0.4418	0	0	0	0	0	0	0	0	0	1.333	0	0.3152	0	0	0	0.7803	3	0	0	0	0	0	0	0	0	0	0	0	9.616	0	0	-0.08333	0	0	0	0	0	0	0	3.208	0	0	0	0	7.907	0	0	0	0	0	-0.3148	0	0	0	0	0	0	3	1	1	0	0.516	-0.2624	2.202	0	1	0	1	0	0.3333	0.5	2	0	0	113	115.5	16.97	4.028	0	65.52	0	33.93	29	4	22
86-57-7	-3.54	6.692	1.524	0.03	0.827	1.587	-2.181	-0.5814	0.7023	2.272	-2.073	-0.5273	0.7632	2.406	-1.901	-0.462	0.8103	2.535	1	-0.743	-0.3549	0.1361	2.269	-0.8823	-0.2942	0.1681	2.41	-0.5529	-0.2233	0.2382	2.536	9.551	4.022	1.92	6.221	2.514	1.158	1.203	1.428	-0.4275	0.2192	0.1978	12.25	49.03	0	0	4.028	0	17.02	14.46	72.44	0	0	0	0	0	0.8756	0.5135	0	0.1244	0.4865	0.1244	148.2	86.9	0	21.05	82.34	21.05	2.65	-1.65	0.4066	0.303	0.8492	0.6731	0.06598	0.1508	0.3269	0.0848	143.7	113.9	11.17	25.52	55.33	14.35	4.986	7.552	0	49.7	0	7.903	123.5	0	0	2.639	0	7.552	25.6	24.1	0	0	0	128.6	0	2.757	40.31	0.6477	4.807	2.39	7.122	174.2	33.02	1.572	2	10	1	21	1	13	10	0	10	0	0	8	0	1	2	0	0	25.64	1	0.07143	11	22	1	14	1	0.07143	10	0	2.054	9.044	9.259	6.682	6.844	5.541	6.288	4.8	3.928	3.321	3.875	2.257	0.7722	0.3027	0.2609	0.1555	4.486	3.216	1.973	1.572	0	0	3.816	2.617	1.375	1.063	0	0	1.885	0.8347	0.591	0.3527	0	0	0.76	6	0	12.61	0	0	0	0	1.692	0.276	0	0	0	10.73	0	0	-0.1088	0	0	0	0	0	0	0	0	0	0	0	0	8.8	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	2.587	-3.31	4.978	11	1	2	1	0	0.5	1	3	0	2	169.2	229.2	16.97	4.028	0	121.8	0	33.93	226	19	66
62-23-7	-2.8	5.843	0.908	0.618	1.089	1.602	-2.125	-0.6074	0.7248	2.277	-2.132	-0.5516	0.7334	2.325	-1.903	-0.4601	0.8144	2.497	1	-0.6961	-0.4053	0.1875	2.11	-0.8823	-0.3861	0.1821	2.155	-0.5529	-0.2441	0.2697	2.322	10.08	4.297	2.778	6.743	2.755	1.722	1.548	1.756	-0.7563	0.1739	0.433	26.72	34.03	0	0	14.35	14.71	17.02	24.51	11.17	0	0	0	13.57	7.768	0.5885	0.348	0.1302	0.4115	0.652	0.2813	96.42	57.01	21.33	67.42	106.8	46.08	3.42	-2.42	0.3151	0.2686	0.5612	0.6011	0.1984	0.4388	0.3989	0.2404	91.95	98.49	32.5	71.89	65.35	39.38	3.932	31.41	0	75.09	3.186	2.757	70.57	7.745	0	1.184	0	15.3	25.6	49.48	27.05	0	0	70.57	0	2.757	77.61	0.65	4.585	2.613	6.832	168.1	31.9	1.772	4	6	1	18	3	12	6	0	7	0	0	6	0	1	4	0	0	20.63	2	0.1667	6	18	2	12	2	0.1667	10	0	2.331	7.815	9.138	4.56	5.968	3.809	5.609	2.966	3.105	2.071	2.203	1.289	1	0.1667	0.2443	0.08333	3.702	1.483	1.335	0.7182	0	0	2.478	0.9525	0.7315	0.3869	0	0	2.081	0.2357	0.4172	0.09623	0	0	0.8789	7	0	4.907	0	0	0	0	0	0.07	0	0	0	20.58	0	0	-0.3277	0	0	0	-1.072	0	0	0	0	0	0	0	0	16.84	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	0	1.044	-1.401	4.012	6	1	1	2	0	0.4286	0.75	4	0	1	163.8	191.3	16.97	4.028	0	72.14	14.71	61.06	206	15	56
88-74-4	-1.96	5.289	1.063	0.277	1.062	1.636	-2.176	-0.518	0.7023	2.282	-2.331	-0.5239	0.7248	2.363	-1.922	-0.4449	0.7757	2.507	1	-0.7917	-0.3194	0.1611	2.088	-1.334	-0.2969	0.162	2.172	-0.553	-0.2305	0.2417	2.306	8.1	3.408	1.991	5.178	2.054	1.143	1.064	1.534	-0.5337	0.2103	0.556	12.25	40.73	17.24	0	4.028	0	17.02	12.25	35.68	0	0	0	6.651	0	0.8101	0.3742	0.0456	0.1899	0.6258	0.1443	118.2	54.58	6.651	27.7	91.27	21.05	3.1	-2.1	0.3476	0.4286	0.6613	0.5746	0.1222	0.3387	0.4254	0.2166	96.45	83.8	17.82	49.41	62.05	31.59	3.677	7.552	0	49.7	0	5.513	103.5	0	0	1.068	32.9	7.552	25.6	24.1	0	0	0	70.57	0	5.513	66.33	0.7219	4.322	2.151	6.339	139.1	30.33	1.784	2	6	1	17	2	10	6	0	6	0	0	7	0	2	2	0	0	19.03	1	0.1	6	17	1	10	1	0.1	10	0	2.452	7.29	7.56	3.983	5.189	3.309	4.715	2.65	2.722	1.827	1.756	1.007	0.7051	0	0.1887	0	3.034	1.158	1.143	0.5536	0	0	2.335	0.7601	0.6617	0.3036	0	0	1.498	0	0.3445	0	0	0	0.8097	5	0	6.272	0	0	0	0	0	0.3356	0	0	0	10.26	0	0	-0.2546	0	0	0	0	0	0	0	0	0	0	0	5.32	8.402	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	0	0.693	-1.153	3.618	6	1	1	1	0	0.4	0.6667	3	0	1	145.9	171.8	16.97	4.028	17.74	76.63	0	51.67	114	12	46
108-42-9	-1.37	4.846	1.066	0.277	0.355	1.106	-2.209	-0.6212	0.6458	2.134	-2.323	-0.4141	0.8988	2.336	-1.856	-0.3933	0.9144	2.487	0	-0.8121	-0.3842	0.05628	1.896	-1.334	-0.1935	0.3237	2.098	-0.4062	-0.1573	0.3334	2.225	6.125	2.52	1.8	4.964	1.972	1.366	1.224	0.5577	-0.5577	0.2222	0.5419	11.22	17.06	17.24	0	0	0	0	36.76	41.84	0	0	0	0	6.651	0.9491	0.6519	0.05086	0.05086	0.3481	0	124.1	85.25	6.651	6.651	45.52	0	1.677	-1.677	0.2385	0.5367	0.8173	0.6519	0.05086	0.1827	0.3481	0.1318	106.9	85.25	6.651	23.89	45.52	17.24	3.586	0	0	0	3.501	2.757	103.5	0	39.15	1.922	32.9	0	0	0	0	0	3.501	70.57	0	41.91	26.02	0.8113	4	1.892	5.664	127.6	22.28	1.592	0	6	0	14	1	8	7	0	6	1	0	6	0	1	0	0	0	17.84	0	0	6	14	0	8	0	0	8	0	2.305	6.319	5.983	3.983	5.021	3.309	3.788	2.633	2.677	1.821	1.744	1.003	0.5774	0	0.2852	0	2.199	1.15	1.084	0.5516	0	0	1.737	0.7601	0.7053	0.3036	0	0	0.7416	0	0.3073	0	0	0	0.7999	4	0	7.114	0	0	0	0	0	1.391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.565	0	0	5.374	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1.863	-1.84	3.508	6	1	1	0	0	0.25	0.3333	3	0	1	130.8	159.5	0	0	17.74	104	0	17.74	61	7	36
1897-45-6	-5.64	8.464	1.5	0.03	0.302	1.897	-2.056	-0.7339	0.693	2.183	-1.889	-0.4	1.041	2.39	-1.737	-0.2887	1.162	2.504	0	-0.6426	-0.4849	0.1253	1.953	-0.5616	-0.2185	0.5373	2.181	-0.3453	-0.08127	0.6199	2.293	12.07	4.68	2.02	12.3	4.776	2.064	4.196	0.704	-0.704	0.1451	0.271	0	22.5	40.6	0	0	0	0	0	118.3	0	35.48	0	0	0	1	0.7091	0	0	0.2909	0	216.9	153.8	0	0	63.1	0	1.822	-1.822	0.2657	0.3057	0.6492	0.7091	0.1636	0.3508	0.2909	0.1872	140.8	153.8	35.48	76.08	63.1	40.6	5.591	0	62.12	0	53.58	0	0	0	156.6	4.044	0	0	0	95.32	6.371	0	14	0	0	156.6	47.58	0.5917	4.807	2.381	7.36	265.9	19.3	1.379	2	6	0	14	0	14	10	0	8	4	0	0	0	2	0	0	0	25	0	0	6	14	0	14	2	0.1429	6	2	2.864	3	10.88	4.878	9.43	4	6.54	2.816	4.715	2	2.098	1.25	1.042	0.2722	0.6919	0.125	5.303	1.211	3.192	0.625	0	0	4.021	0.7954	1.9	0.3438	0	0	3.334	0.3143	1.958	0.125	0	0	1.092	6	0	0	0	0	0	0	0	-0.273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.41	3.496	2	0	1	0	3.582	-5.024	5.61	6	1	1	2	0	0.3333	0.5	4	0	1	216.9	243.6	35.48	0	0	140.8	40.6	35.48	272	25	68
59756-60-4	-4.44	10.15	1.781	0.03	1.101	1.946	-2.425	-0.5872	0.6428	2.394	-2.427	-0.48	0.7483	2.487	-2.107	-0.4394	0.8084	2.713	0	-0.8265	-0.3832	0.06701	2.529	-0.8908	-0.2588	0.2283	2.641	-0.4888	-0.1956	0.1747	2.832	18.78	7.709	4.411	12.93	5.215	2.946	2.811	1.58	-1.58	0.2643	0.1814	17.21	49.13	0	8.459	0	0	9.046	73.4	98.04	0	35.73	0	13.57	0	0.9258	0.7247	0.04454	0.07424	0.2753	0.0297	282	220.7	13.57	22.61	83.85	9.046	3.781	-3.781	0.3078	0.1508	0.7044	0.6557	0.1618	0.2956	0.3443	0.1338	214.5	199.7	49.29	90.04	104.9	40.74	8.673	23.86	48	7.76	9.557	6.371	193.2	5.688	32.9	4.913	0	8.812	23.86	0	9.557	32.9	7.76	199.6	0	44.88	20.31	0.4374	5.7	3.248	8.895	329.3	60.65	1.596	1	12	0	38	0	24	21	0	19	0	3	14	0	1	1	0	0	46.35	2	0.07692	12	40	3	26	3	0.1154	25	0	1.696	21.85	17.32	12.74	12.84	10.85	11.36	7.888	7.294	5.559	6.542	3.899	2.597	0.7498	0.7286	0.3943	8.5	5.07	3.74	2.528	0.2887	0	6.981	3.811	2.599	1.594	0.0135	0	4.52	1.605	1.295	0.6942	0	0	0.7885	11	0	13.88	0	0	0	0	0	0.2105	0	0	0	12.79	0	0	0	0	3.221	0	0.3996	0	0	0	1.739	0	38.77	0	0	0	0	0	0	0	0	0	1.68	-4.446	0	0	0	0	2	0	1	0	4.348	-5.125	8.703	18	1	3	2	1	0.4545	0.8333	6	1	3	304.6	417.7	13.57	0	0	272.6	8.459	13.57	1293	39	128
709-98-8	-3.0	7.491	1.265	0.297	0.833	1.52	-2.401	-0.5916	0.5333	2.412	-2.414	-0.4693	0.8306	2.475	-2.151	-0.3311	0.8674	2.676	0	-0.8132	-0.4007	0.06363	2.136	-0.9975	-0.2127	0.2587	2.29	-0.509	-0.1704	0.2819	2.442	11.08	5.024	3.324	10.19	4.587	3.016	3.595	0.9152	-0.9152	0.2458	0.3563	36.73	21.84	0	8.619	12.95	0	0	36.76	77.91	0	0	0	13.57	0.1369	0.8722	0.6157	0.06572	0.1278	0.3843	0.0621	181.9	128.4	13.7	26.65	80.13	12.95	1.921	-1.921	0.2962	0.2967	0.8308	0.5258	0.06572	0.1692	0.4742	0.1034	173.2	109.6	13.7	35.27	98.88	21.57	5.538	23.86	0	0	7.001	20.77	71.8	5.259	111.6	3.342	0	23.27	23.86	0	0	0	7.001	52.93	18.87	114.4	29.1	0.6194	4.7	2.749	7.073	218.1	39.05	1.775	1	6	0	22	1	13	10	0	9	2	0	9	0	1	1	0	0	28.1	2	0.1538	6	22	1	13	3	0.2308	15	0	2.313	12.3	9.845	6.138	8.615	5.439	6.13	3.582	4.637	2.799	1.981	1.287	0.9642	0	0.4828	0	4.139	1.007	2.264	0.5017	0	0	2.609	0.6422	1.121	0.2693	0	0	1.943	0	0.9762	0	0	0	0.867	8	0	4.981	0	0	0	0	0	1.591	0	0	0	10.99	0	0	0	0	0	0	-0.04316	0	0	0	1.785	11.46	0	0	0	0	0	0.4447	2.678	0	0	0	0	0	0	0	0	0	2	1	1	0	2.891	-3.265	5.522	6	1	1	2	0	0.5	1	4	0	1	208.5	251.5	13.57	0	5.683	167.5	12.95	19.25	262	16	60
15972-60-8	-3.26	9.385	1.202	0.03	0.991	1.538	-2.521	-0.1707	0.07095	2.477	-2.585	-0.04989	0.3414	2.56	-2.229	0.1057	0.3511	2.778	0	-0.8102	-0.3177	-0.08905	2.563	-1.001	-0.1977	0.03144	2.65	-0.5164	-0.09052	0.1001	2.844	16.06	8.227	3.996	13.95	7.083	3.418	5.488	1.437	-1.437	0.1699	0.2521	67.65	49.35	30.45	0	12.95	0	0	21.82	74.26	29.58	0	0	13.57	2.504	0.904	0.4691	0.05319	0.09605	0.5309	0.04286	273.1	141.7	16.07	29.02	160.4	12.95	2.634	-2.634	0.2202	0.2164	0.6225	0.2874	0.1511	0.3775	0.7126	0.2264	188.1	86.83	45.65	114.1	215.3	68.4	7.528	34.86	0	3.124	6.371	2.757	90.67	44.94	141.2	2.987	3.124	5.259	34.86	39.68	6.371	73.12	0	52.93	0	108.6	29.54	0.5033	5.17	2.695	8.099	269.8	57.68	1.518	2	6	0	38	0	18	13	0	14	1	0	20	0	1	2	0	0	42.86	7	0.3889	6	38	1	18	7	0.3889	31	0	2.875	27.14	13.54	10.26	11.96	9.56	8.689	5.122	6.685	4.219	3.46	2.408	0.8162	0.3333	0.4036	0.2041	5.778	2.743	3.137	1.678	0	0	4.556	1.9	2.169	0.9825	0	0	2.435	0.7615	1.077	0.424	0	0	0.7291	7	0	6.106	0	0	0	0	0	3.24	0	0	0	11.95	0	0	0	0	0	0	-0.1304	0	0	0	5.734	5.677	0	0	0	0	0	1.942	0	5.127	0	0	1.63	0	0	0	0	0	3	0	1	0	3.392	-3.446	7.592	6	1	1	6	0	0.4286	0.75	4	1	1	302.1	370	16.07	0	0	232.3	39.5	16.07	569	28	82
75-08-1	-0.6	2.762	0.939	0.03	0.246	1.034	-2.362	-0.2291	0.2773	2.309	-2.287	-0.1652	0.3639	2.418	-2.087	-0.08705	0.4058	2.615	0	-0.7667	-0.2354	-0.02538	1.578	-0.7594	-0.1705	0.06433	1.719	-0.4996	-0.06711	0.08273	1.874	3	2	0	5.469	5.625	0	10.25	0.2471	-0.2471	0.4113	0.7225	21.33	0	7.781	0	0	0	0	10.68	18.75	0	26.36	0	0	0	1	0.6571	0	0	0.3429	0	84.9	55.79	0	0	29.11	0	0.41	-0.41	0.561	1	0.5637	0.3105	0.3105	0.4363	0.6895	0.1258	47.86	26.36	26.36	37.04	58.53	10.68	1.953	0	0	0	0	0	0	17.23	79.43	0.9361	0	0	0	17.23	0	0	0	0	46.11	33.33	38.8	0.9911	2	0.9183	2.5	62.14	11.02	1.224	0	0	0	9	0	3	2	0	2	0	0	6	0	0	0	0	1	10.42	0	0	0	8	0	2	0	0	8	0	1.633	8.839	2.707	1.707	3.049	1.707	1.414	0.7071	1.656	0.7071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.739	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.989	0	0	0	0	0	3.789	0.9444	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.254	-0.9062	1.874	0	1	0	0	0	0.5	1	1	1	0	84.9	84.08	0	0	0	47.19	31.38	0	4	0	6
62-56-6	0.32	3.27	0.962	0.384	1.104	1.346	-2.188	-0.231	0.4183	1.962	-2.631	-0.1489	0.6312	1.687	-1.789	0.01805	0.7087	2.378	0	-0.8418	-0.2565	0.1051	1.364	-1.384	-0.2736	0.3303	1.286	-0.4305	-0.06373	0.4287	1.754	4	1.333	0	3.576	1.131	0	1.011	0.6149	-0.6149	0.2016	0.4931	0	0	65.86	0	0	0	0	13.17	0	0	0	0	0	13.3	0.8559	0.2867	0.1441	0.1441	0.7133	0	79.03	26.47	13.3	13.3	65.86	0	1.98	-1.98	0.2525	0.404	0	0.484	0.484	1	0.516	0.516	0	44.69	44.69	92.33	47.64	47.64	2.097	0	0	0	0	65.79	0	0.2845	45.19	-0.8113	65.79	0.2845	0	0	0	0	0	0	0	45.19	84.13	0.9544	2.585	1	3.503	76.12	14	1.75	1	0	0	8	2	4	0	0	1	0	0	4	0	2	0	0	1	9.527	0	0	0	7	1	3	0	0	6	0	2.591	4.193	3.577	0.5774	2.879	0.5	1.732	0	1.19	0	0	0	0.5774	0	0.2041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9258	2	0	0	0	0	0	0	0	0	0	0	0	0	4.093	0	0	0	0	0	-2.22e-16	0	0	0	0	0	0	0	9.241	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0	-0.929	-0.6698	1.871	0	1	0	0	0	0.5	1	1	0	0	92.33	82.22	31.38	0	35.48	0	13.17	66.87	9	0	12
