__MOL_ID__	MTP	QikProp_#stars	QikProp_#amine	QikProp_#amidine	QikProp_#acid	QikProp_#amide	QikProp_#rotor	QikProp_#rtvFG	QikProp_CNS	QikProp_mol_MW	QikProp_dipole	QikProp_SASA	QikProp_FOSA	QikProp_FISA	QikProp_PISA	QikProp_WPSA	QikProp_volume	QikProp_donorHB	QikProp_accptHB	QikProp_dip^2/V	QikProp_ACxDN^.5/SA	QikProp_glob	QikProp_QPpolrz	QikProp_QPlogPC16	QikProp_QPlogPoct	QikProp_QPlogPw	QikProp_QPlogPo/w	QikProp_QPlogS	QikProp_CIQPlogS	QikProp_QPlogHERG	QikProp_QPPCaco	QikProp_QPlogBB	QikProp_QPPMDCK	QikProp_QPlogKp	QikProp_IP(eV)	QikProp_EA(eV)	QikProp_#metab	QikProp_QPlogKhsa	QikProp_HumanOralAbsorption	QikProp_PercentHumanOralAbsorption	QikProp_SAfluorine	QikProp_SAamideO	QikProp_PSA	QikProp_#NandO	QikProp_RuleOfFive	QikProp_#ringatoms	QikProp_#in34	QikProp_#in56	QikProp_#noncon	QikProp_#nonHatm	QikProp_RuleOfThree	QikProp_ACxDN^.5/SAxSASA/MW
S=C1NC(C)=C(C(=O)OCC)C(N1)c1occc1	174.2	0	0	0	0	0	2	1	0	266.314	6.203	487.273	213.518	73.953	118.784	81.018	827.552	0	3	0.0464909	0	0.874829	26.815	7.858	10.895	4.745	3.166	-3.908	-3.932	-4.124	1970.629	-0.002	2861.545	-2.272	8.793	1.355	3	0.133	3	100	0	0	68.852	5	0	11	0	11	1	18	0	0
Ic1cc2c3c(oc2c(I)c1)CCC(C)(c1cc(oc31)C)c1ccccc1	174.5	5	0	0	0	0	0	0	1	580.203	3.458	697.888	261.31	0	267.967	168.61	1224.169	0	1	0.0097678	0	0.7930011	45.396	12.713	16.004	4.266	8.016	-9.699	-9.699	-6.159	9906.038	0.258	10000	-0.576	8.707	1.252	5	1.904	1	100	0	0	16.771	2	2	23	0	20	3	27	1	0
O=C(C=CNc1ccccc1)c1ccc2CCCCc2c1	174.5	0	0	0	0	0	4	1	0	277.365	4.354	582.64	200.059	60.45	322.131	0	983.795	0	2	0.0192726	0	0.8210475	33.725	9.968	12.058	4.811	4.698	-5.56	-4.735	-5.964	2646.38	-0.275	1416.404	-1.115	8.357	0.48	4	0.769	3	100	0	0	38.765	2	0	16	0	16	4	21	0	0
O=[N+]([O-])c1cc([N+](=O)[O-])c(cc1C(=Nc1ccccc1)C(=O)C)C(=Nc1ccccc1)C(=O)C	174.5	1	0	0	0	0	10	2	-2	458.429	12.285	710.437	124.431	203.425	382.581	0	1312.858	0	8	0.1149641	0	0.8161771	43.619	14.551	20.756	11.089	3.004	-3.863	-6.177	-6.331	116.632	-2.075	48.494	-2.961	9.577	2.177	2	-0.135	3	81.528	0	0	136.911	10	0	18	0	18	0	34	0	0
O=C(OCC1OC([nH0]2c[nH0]c3c2[nH0]c[nH0]c3N)C(OC(=O)C)C1OC(=O)C)C	174.5	0	0	0	0	0	5	3	-2	393.355	1.438	658.909	338.172	224.896	95.841	0	1157.005	2	11.7	0.001786	0.0251117	0.8089029	37.854	11.68	21.819	16.837	0.215	-3.47	-3.2	-5.081	72.981	-2.029	29.216	-4.847	8.353	0.064	2	-0.645	2	48.596	0	0	170.354	12	1	14	0	14	4	28	0	0.0420646
O=C1C(=CC(C=C2C(=O)C3(C)CCC2C3(C)C)(CCCC)C(=O)OCC)C2CCC1(C)C2(C)C	175.0	0	0	0	0	0	9	0	-1	468.675	3.139	755.681	673.606	77.294	4.781	0	1493.914	0	6	0.0065961	0	0.8363291	47.899	12.552	18.65	6.021	5.59	-5.931	-6.434	-4.203	1831.993	-0.716	951.786	-2.063	10.285	0.349	2	0.968	3	100	0	0	70.808	4	1	14	0	14	10	34	1	0
O=C(Nc1ccccc1CC)c1cccc2ccccc21	175.0	0	0	0	0	0	3	0	1	275.349	4.514	543.772	115.218	27.184	401.37	0	934.959	1	2.5	0.0217914	0.0045975	0.8503735	33.17	10.121	13.707	7.208	4.363	-4.782	-4.737	-5.867	5471.57	0.132	3105.715	-0.319	8.798	0.919	2	0.551	3	100	0	0	27.044	2	0	16	0	16	0	21	0	0.00907936
O=C(Oc1ccc(OC)cc1)c1ccc(cc1)CCCCCCCC	175.0	1	0	0	0	0	10	1	0	340.461	3.614	723.257	404.021	34.059	285.177	0	1246.544	0	3.25	0.0104766	0	0.7744813	40.035	12.159	14.299	4.627	5.943	-6.593	-5.515	-6.541	4708.909	-0.418	2640.567	-0.183	9.062	0.448	2	0.943	1	100	0	0	41.983	3	1	12	0	12	0	25	1	0
O=C1N(C)c2ccccc2C(O)=C1C1=NNC(=O)C1=CNC=1C(=O)N(N(C)C=1C)c1ccccc1	175.0	2	0	0	0	0	4	1	-2	470.487	17.873	713.42	151.313	219.599	342.507	0	1336.111	2	11.25	0.2390982	0.0223009	0.8223342	48.02	15.036	28.912	18.388	1.804	-4.621	-5.823	-6.04	81.929	-1.843	33.106	-3.976	7.758	1.075	3	-0.085	3	71.754	0	0	146.413	10	0	26	0	26	0	35	0	0.0338158
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1.O=[N+]([O-])c1ccccc1C#C	175.0	0	0	0	0	0	3	0	0	224.218	4.143	463.843	0	96.001	367.842	0	749.673	0	2	0.0228953	0	0.8604163	25.434	8.313	9.574	5.299	3.044	-3.509	-3.626	-5.545	1217.641	-0.482	612.049	-1.705	9.558	1.309	2	0.132	3	100	0	0	53.795	4	0	12	0	12	0	17	0	0
O=C1CC2CC(OC(=O)C)CCC2(C)C2CCC3(C)C(CCC3OC(=O)c3ccccc3)C12	175.0	1	0	0	0	0	3	3	0	452.589	4.498	740.925	445.691	103.101	192.133	0	1392.982	0	6	0.014525	0	0.8141184	49.502	13.234	19.808	8.759	4.972	-6.628	-6.243	-5.456	1042.77	-0.654	517.619	-2.455	10.063	0.39	2	0.929	1	100	0	0	89.798	5	0	23	0	23	16	33	1	0
S=C1NC(C)=C(C(=O)OC)C(N1)c1ccc([N+](=O)[O-])cc1	175.0	1	0	0	0	0	2	1	-1	307.323	6.765	514.414	174.12	159.827	100.16	80.307	892.532	0	3.5	0.0512736	0	0.8715011	29.237	8.95	12.476	5.76	2.731	-4.157	-4.63	-4.089	302.178	-0.763	373.676	-3.92	9.085	1.727	3	0.188	3	87.328	0	0	102.656	7	0	12	0	12	1	21	0	0
O=[N+]([O-])c1cc(N(C(=O)C)C(=O)C)c(C=Cc2ccccc2)c([N+](=O)[O-])c1C=Cc1ccccc1	175.0	2	0	0	0	0	9	0	-2	471.468	4.521	760.945	156.946	194.54	409.46	0	1393.996	0	5	0.0146628	0	0.7930845	47.765	15.497	19.17	8.599	5.088	-6.554	-7.845	-6.833	141.606	-2.041	59.809	-2.798	9.459	2.091	2	0.945	1	82.276	0	0	126.521	9	1	18	0	18	0	35	1	0
BrC(=Cc1ccccc1)c1cc(C=Cc2ccccc2)c([N+](=O)[O-])cc1[N+](=O)[O-]	175.0	2	0	0	0	0	8	0	-2	451.275	8.399	675.216	23.313	151.716	449.946	50.24	1188.756	0	2	0.0593358	0	0.8037434	40.58	13.871	15.766	5.66	5.745	-6.882	-8.808	-6.853	360.724	-1.361	309.689	-1.963	9.452	2.167	2	1.194	1	93.394	0	0	81.355	6	1	18	0	18	0	29	1	0
O=C1ON(C=C1c1ccccc1)c1ccccc1	175.0	1	0	0	0	0	0	1	0	237.257	7.458	507.7	0	82.148	425.552	0	819.23	0	3	0.0678917	0	0.8339926	30.696	9.206	12.63	7.349	3.299	-4.267	-3.739	-6.248	1647.746	-0.224	848.756	-1.534	8.381	0.884	0	0.194	3	100	0	0	44.027	3	0	17	0	17	0	18	0	0
s1c2ccccc2[nH0]c1C(=NNc1cccc(O)c1)C#N	175.0	0	0	0	0	0	6	0	-2	294.33	4.477	559.565	0	148.179	371.458	39.928	927.396	2	5.75	0.0216083	0.0145322	0.8219107	30.655	11.101	16.587	11.884	2.152	-4.657	-4.821	-6.185	389.691	-1.163	295.593	-2.366	8.589	1.446	4	-0.222	3	85.914	0	0	82.437	5	0	15	0	15	0	21	0	0.0276279
FC(F)(F)C(C(=O)Nc1cccc(C)c1)C(F)(F)F	175.0	1	0	0	0	0	2	0	2	285.189	5.265	470.461	106.86	23.998	144.678	194.926	776.39	1	2.5	0.0356976	0.0053139	0.8683491	25.015	5.523	11.633	5.553	3.702	-4.477	-4.338	-4.352	5865.815	0.709	10000	-1.26	9.304	0.379	3	0.164	3	100	194.926	0	28.511	2	0	6	0	6	0	19	0	0.00876606
O=[N+]([O-])c1c(C=Cc2ccccc2)c(N)cc(N)c1C=Cc1ccccc1	175.0	2	0	0	0	0	9	0	-2	357.411	10.067	664.579	27.99	168.461	468.127	0	1157.315	3	3	0.0875663	0.0078187	0.8021452	38.853	14.142	20.265	11.012	4.214	-5.352	-6.089	-6.966	250.254	-1.724	110.68	-2.111	7.791	0.838	4	0.578	3	94.545	0	0	89.472	5	0	18	0	18	0	27	0	0.0145383
O=[N+]([O-])c1cc([N+](=O)[O-])c(cc1C)C=Cc1ccccc1N	175.0	1	0	0	0	0	6	0	-2	299.285	9.786	534.935	68.537	221.705	244.693	0	908.559	1.5	3	0.1054064	0.0068686	0.8480732	28.691	10.23	14.88	8.007	2.368	-3.891	-4.749	-5.157	78.247	-1.853	31.501	-4.167	8.505	1.901	5	0.219	3	74.703	0	0	107.984	7	0	12	0	12	0	22	0	0.0122768
O=C(Oc1cccc(N=[N+]([O-])c2cccc(OC(=O)c3ccccc3)c2)c1)c1ccccc1	175.0	5	0	0	0	0	7	2	-2	438.439	4.688	798.964	0	103.659	695.305	0	1372.931	0	6.5	0.0160044	0	0.7477168	50.936	16.927	20.953	11.935	5.183	-6.815	-6.808	-8.93	1030.145	-1.094	510.848	-0.309	9.018	1.715	0	0.568	1	100	0	0	96.877	7	1	24	0	24	0	33	1	0
S=C1NC(C)=C(C(=O)OCc2ccccc2)C(N1)c1ccccc1	175.2	0	0	0	0	0	3	1	1	338.423	5.528	586.045	131.887	57.822	316.031	80.304	1042.054	0	2.5	0.0293233	0	0.8481926	36.641	11.104	14.005	5.501	5.152	-5.875	-6.114	-5.496	2802.69	0.044	4149.861	-1.184	8.768	1.293	4	0.847	3	100	0	0	57.517	4	1	18	0	18	1	24	1	0
S(C)c1cc2N(N(c3ccccc3)C(=O)c2c2c3ccccc3OCCc21)C	175.5	0	0	0	0	0	1	1	1	388.483	5.919	629.536	218.694	26.4	354.887	29.555	1140.867	0	5.25	0.0307086	0	0.8387542	42.251	11.714	17.192	8.789	4.527	-5.364	-6.017	-5.834	5566.088	0.326	4593.082	-0.66	8.212	0.544	1	0.483	3	100	0	0	37.162	4	0	24	0	21	2	28	0	0
O=C1CCC2(O)C3CCC4(C)CC(OC)(OC)CCC4(C)C3CCC12C	175.5	1	0	0	0	0	3	1	0	364.524	5.453	558.011	488.088	69.923	0	0	1084.795	1	4.25	0.0274112	0.0076163	0.9149995	35.333	9.251	15.3	6.527	3.857	-4.438	-4.905	-2.907	2151.89	-0.174	1132.633	-2.52	10.114	-1.127	2	0.648	3	100	0	0	56.363	4	0	17	0	17	16	26	0	0.011659
O=C1CC2CCCCC2(C)C2CC(=O)C3(C)C(CCC3C(C)CCC(=O)O)C12	175.5	0	0	0	1	0	4	1	-1	388.546	3.729	609.641	464.849	144.792	0	0	1167.675	1	6	0.0119114	0.0098419	0.879641	38.008	10.381	17.229	8.663	3.641	-4.559	-4.761	-1.672	106.277	-0.925	55.781	-3.804	10.237	-0.715	4	0.314	3	84.535	0	0	91.631	4	0	17	0	17	15	28	0	0.0154423
O=C1NC(C)=C(C(=O)OCCC(C)C)C(N1)c1occc1	175.5	0	0	0	0	0	4	1	-1	292.334	3.604	550.466	297.885	134.129	118.452	0	954.601	0	2.5	0.0136076	0	0.8517571	30.612	8.851	11.293	4.342	3.491	-4.688	-4.716	-4.496	529.611	-0.91	248.874	-3.19	9.234	0.502	3	0.551	3	96.142	0	0	89.374	6	0	11	0	11	1	21	0	0
S=C1NC(C)=C(C(=O)OCc2ccccc2)C(N1)c1cccc([N+](=O)[O-])c1	175.5	0	0	0	0	0	4	1	0	383.421	2.725	594.883	131.885	111.266	271.428	80.304	1078.408	0	3.5	0.0068872	0	0.8549138	37.028	11.526	14.567	6.347	4.48	-5.356	-6.606	-5.174	872.495	-0.495	1175.509	-2.23	9.031	1.582	5	0.643	3	100	0	0	93.023	7	0	18	0	18	1	27	0	0
S(C)C1=NNC(N)=C1C(=O)N	175.5	0	0	0	0	0	3	0	-2	172.204	7.878	361.182	89.041	215.038	19.827	37.275	555.292	3	2	0.1117562	0.009591	0.9045944	14.332	5.922	11.569	7.901	0.17	-1.495	-1.977	-3.17	90.509	-1.278	59	-5.125	8.575	-0.186	1	-0.571	3	62.964	0	0	105.919	5	0	5	0	5	0	11	0	0.0201162
O=[N+]([O-])c1ccc(cc1)C1OC(=O)c2ccc(OC)cc2C1	175.5	0	0	0	0	0	2	1	-1	299.282	9.34	520.364	124.339	154.821	241.204	0	896.139	0	4.75	0.0973452	0	0.8638562	30.729	9.34	14.088	7.903	2.039	-3.265	-4.055	-4.885	337.081	-0.94	152.717	-3.331	9.714	1.321	4	-0.136	3	84.127	0	0	90.067	6	0	16	0	16	2	22	0	0
[P+]([O-])(c1ccccc1)(c1ccccc1)C1C=C(OC(=C1)c1ccccc1)c1ccccc1	175.5	4	0	0	1	0	4	0	0	436.489	2.809	736.073	10.359	28.456	697.259	0	1350.374	2	2.2	0.0058419	0.0042268	0.8026879	51.978	16.371	21.76	10.641	7.756	-7.982	-8.818	-6.242	1347.883	0.028	868.813	0.796	6.748	0.23	2	1.432	1	100	0	0	26.259	2	1	30	0	30	1	32	1	0.00712786
Brc1ccc(N2C(=O)C3ON=C(C(=O)c4occc4)C3C2=O)cc1	175.5	0	0	0	0	0	2	0	-1	389.161	2.428	562.364	51.645	144.754	288.913	77.052	965.665	0	8.2	0.0061049	0	0.8401657	33.967	10.74	16.185	11.685	1.232	-2.591	-4.543	-5.496	419.946	-0.735	511.868	-2.978	9.903	1.233	3	-0.857	3	81.11	0	0	109.452	7	0	19	0	19	2	24	0	0
s1cc([nH0]c1C(=NNc1ccccc1)C#N)c1ccccc1	175.5	1	0	0	0	0	5	0	0	304.369	2.629	590.787	0	87.668	460.68	42.439	993.792	1	5	0.0069551	0.0084633	0.8152004	34.807	11.753	15.859	10.172	3.514	-5.61	-5.434	-6.719	1460.653	-0.513	1272.592	-1.032	8.599	1.496	3	0.136	3	100	0	0	57.846	4	0	17	0	17	0	22	0	0.0164275
O=[N+]([O-])c1cc(ccc1C=NO)C=NO	175.5	1	0	0	0	0	5	0	-2	207.145	2.159	403.238	19.854	244.141	139.243	0	641.038	0	6	0.0072687	0	0.8916477	17.62	6.833	9.147	8.104	-0.971	0.097	-1.049	-3.949	47.942	-1.785	18.551	-5.048	9.232	5.091	1	-1.338	2	51.339	0	0	111.82	7	0	6	0	6	0	15	0	0
O=[N+]([O-])c1ccc(cc1)CC(c1ccccc1)C(=O)N	175.5	0	0	0	0	1	5	0	-2	270.287	7.607	497.037	33.491	188.811	274.735	0	857.584	2	3.5	0.0674743	0.0099585	0.8782689	27.58	9.967	14.965	11.646	1.417	-2.151	-3.305	-3.438	90.692	-1.37	68.468	-3.551	10.008	1.102	5	-0.3	3	70.278	0	31.135	94.067	5	0	12	0	12	0	20	0	0.0183129
Cl.ClC(c1[nH0]cccc1)C(Cl)c1ccccc1[N+](=O)[O-]	175.5	0	0	0	0	0	4	2	0	297.14	6.389	482.889	9.421	73.244	314.025	86.199	825.99	0	2	0.0494185	0	0.8816593	27.333	9.291	10.866	4.633	3.9	-4.045	-5.175	-4.944	2001.359	-0.094	3106.306	-1.379	10.175	1.09	6	0.311	3	100	0	0	47.837	4	0	12	0	12	0	19	0	0
O=[N+]([O-])c1ccc(Nc2ccc(C)cc2)c(NC(=O)C)c1	175.5	1	0	0	0	0	4	0	-2	285.302	13.727	557.609	182.853	167.83	206.926	0	928.755	2	4	0.2028783	0.0101448	0.8255993	30.423	9.823	17.759	9.597	2.398	-4.249	-4.07	-5.341	253.727	-1.319	112.342	-3.5	8.581	0.907	4	0.145	3	84.019	0	0	92.046	6	0	12	0	12	0	21	0	0.0198275
Clc1ccc(cc1)C=1OC(NN=1)=C(C(=O)OCC)C(=S)N	175.5	1	0	0	0	0	4	2	0	325.769	10.134	560.6	131.789	134.242	171.247	123.322	945.632	1	3.5	0.1085953	0.0062433	0.8311124	30.757	10.163	15.268	7.219	3.479	-5.117	-5.085	-5.081	528.306	-0.671	1175.932	-3.006	7.892	1.678	3	0.343	3	96.05	0	0	93.847	6	0	11	0	11	0	21	0	0.0107438
[S+2]([O-])([O-])(c1ccc(N)cc1)c1ccc(N)cc1	175.5	1	0	0	0	0	6	0	-2	250.315	3.29	460.406	0	200.971	259.435	0	773.572	5	2.5	0.0139942	0.0121418	0.8851649	23.429	9.834	16.603	12.421	1.076	-1.862	-3.466	-4.627	123.052	-1.508	51.386	-3.733	5.424	-0.477	3	-0.457	2	57.698	0	0	95.186	4	1	12	0	12	0	17	0	0.0223325
ClC#CC1(O)CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C	176.0	1	0	0	0	0	3	0	0	348.912	3.207	574.767	360.593	81.971	46.09	86.113	1052.082	2	2.45	0.0097727	0.0060282	0.870375	34.464	10.025	15.644	6.684	4.449	-5.513	-5.225	-3.849	1654.142	-0.127	2525.376	-2.58	9.77	-1.03	4	0.781	3	100	0	0	40.924	2	0	17	0	17	15	24	0	0.00993033
Brc1ccc(NN=C2C(=O)N(N=C2C(F)(F)F)c2ccccc2)cc1	176.0	1	0	0	0	0	3	0	1	411.18	3.198	598.903	0.904	59.567	345.272	193.16	1023.331	0	4.5	0.0099955	0	0.8200111	36.171	10.307	15.167	7.752	4.509	-5.564	-6.737	-6.091	2697.876	0.266	10000	-1.113	9.012	1.69	1	0.258	3	100	116.117	0	60.154	5	0	17	0	17	0	25	0	0
O=C(OC1CCC2(C)C(C1)C(O)C(O)C1C3CCC(C(C)CCC(=O)OC)C3(C)C(OC(=O)C)CC12)C	176.0	2	0	0	0	0	8	3	-2	522.678	2.253	801.822	617.844	183.979	0	0	1539.629	2	9.4	0.0032963	0.0165792	0.8042004	50.325	14.252	24.622	13.324	3.624	-6.042	-5.942	-4.7	178.332	-1.815	76.739	-4.142	10.547	-1.055	3	0.583	3	75.5	0	0	130.665	8	1	17	0	17	17	37	1	0.0254336
O=C1OC(C)(C)C(C1)C(=O)O	176.0	2	0	0	1	0	1	1	-1	158.154	6.64	332.768	189.647	143.121	0	0	528.637	1	5	0.0833907	0.0150255	0.9501572	14.36	4.751	9.477	7.662	0.201	-0.843	-0.788	-0.531	110.225	-0.554	58.024	-4.061	11.13	-0.51	2	-0.921	2	64.674	0	0	82.804	4	0	5	0	5	3	11	0	0.0316148
O=C1NC(C)=C(C(=O)OCCC)C(N1)c1ccccc1	176.0	0	0	0	0	0	3	1	0	274.319	3.436	512.216	242.368	121.051	148.797	0	895.599	0	2	0.0131836	0	0.8772453	29.183	8.512	10.597	4.096	3.5	-4.388	-4.625	-4.228	704.642	-0.666	338.862	-2.938	9.151	0.468	3	0.556	3	100	0	0	78.468	5	0	12	0	12	1	20	0	0
Clc1cccc(Cl)c1NN=C(c1sc2ccccc2[nH0]1)C(=O)N	176.0	0	0	0	0	0	5	1	0	365.236	6.574	576.708	0	114.335	335.403	126.969	987.972	2	5	0.0437429	0.0122611	0.831838	33.377	11.857	17.724	10.962	3.309	-4.69	-5.472	-5.853	815.939	-0.528	1969.704	-1.965	8.504	1.195	4	0.098	3	100	0	0	77.321	5	0	15	0	15	0	23	0	0.0193603
O=C(Nc1cc(ccc1CCNC(=O)c1ccccc1)CCNC(=O)c1ccccc1)C	176.0	3	0	0	0	0	9	0	-2	429.518	5.243	847.332	220.33	147.088	479.913	0	1459.464	3	7.5	0.0188362	0.0153309	0.7343572	51.058	17.357	25.683	15.819	4.489	-7.21	-5.919	-8.119	399.083	-1.797	183.293	-1.676	8.963	0.403	3	0.577	1	100	0	0	107.482	6	0	18	0	18	0	32	1	0.030244
S1c2[nH0][nH0]c([nH0]2NC1c1ccc(N(C)C)cc1)c1ccc([N+](=O)[O-])cc1	176.0	0	1	0	0	0	2	1	1	368.412	9.413	624.521	170.373	163.235	247.115	43.798	1087.876	1	6.5	0.0814467	0.010408	0.8191014	38.459	11.725	19.141	11.455	2.188	-3.933	-4.195	-6.364	69.959	-0.673	53.65	-5.528	8.433	1.616	3	0.219	3	72.778	0	0	89.66	8	0	20	0	20	1	26	0	0.0176433
Clc1cc(Cl)c(NN=C2C(=O)N(N=C2C)CN2CCOCC2)cc1Cl	176.0	1	1	0	0	0	5	0	1	404.683	1.91	669.635	316.387	70.31	95.367	187.571	1154.509	0	8.2	0.0031593	0	0.7948016	37.75	11.444	17.109	9.497	2.647	-3.397	-3.575	-6.033	532.174	0.379	2948.761	-4.062	8.789	1.369	4	-0.436	3	91.238	0	0	76.151	7	0	17	0	17	4	25	0	0
O=[N+]([O-])c1ccccc1N1C(=O)C2ON=C(C(=O)c3ccc4ccccc4c3)C2C1=O	176.0	0	0	0	0	0	3	0	-2	415.361	6.289	646.017	47.041	195.279	403.696	0	1154.694	0	8.7	0.0342525	0	0.8239471	41.986	13.162	19.662	13.256	1.713	-3.415	-5.167	-6.306	139.338	-1.535	58.775	-3.408	9.089	1.575	3	-0.485	3	75.348	0	0	133.736	9	0	24	0	24	2	31	0	0
O=[N+]([O-])c1cccc(N2C(=O)C3N(N=C(C(=O)c4ccc(C)cc4)C3C2=O)c2ccccc2)c1	176.0	2	0	0	0	0	3	0	-2	454.441	9.155	769.671	128.327	189.819	451.525	0	1367.064	0	7	0.0613116	0	0.7739608	50.942	15.598	22.146	12.167	4.02	-6.649	-6.906	-7.343	156.981	-1.73	66.859	-3.139	8.953	1.41	4	0.587	1	89.784	0	0	128.151	9	0	26	0	26	2	34	1	0
Fc1cc(NC(=O)C)ccc1[N+](=O)[O-]	176.0	0	0	0	0	0	2	0	-1	198.153	12.042	398.847	95.021	148.783	120.127	34.916	621.794	1	3.5	0.2332257	0.0087753	0.8833303	18.593	5.749	12.44	6.991	1.215	-2.155	-2.245	-3.993	384.585	-0.743	273.555	-3.646	10	1.385	1	-0.402	3	80.327	34.916	0	80.54	5	0	6	0	6	0	14	0	0.0176631
O=C(NCCC=1N=CNC=1)C1=NC=NC1	176.0	0	0	0	0	0	4	0	-2	205.219	8.3	461.575	134.84	159.583	167.152	0	729.16	2	7.5	0.094485	0.0229792	0.8487992	22.055	7.51	15.173	12.487	0.019	-1.88	-1.343	-4.776	303.794	-1.154	136.483	-3.488	9.563	1.014	2	-0.814	3	71.489	0	0	93.229	6	0	10	0	10	1	15	0	0.0516844
O=C1CCC2(C)C(CCC3C4CCC(O)(CCc5ccccc5)C4(C)CCC32)C1	176.5	1	0	0	0	0	4	1	0	394.596	4.558	669.116	400.325	75.714	193.076	0	1258.24	1	2.75	0.0165107	0.0041099	0.8423768	43.476	12.018	17.323	6.449	5.749	-6.815	-6.484	-5.003	1896.275	-0.389	987.935	-1.851	9.739	-0.258	4	1.359	1	100	0	0	45.118	2	1	23	0	23	16	29	1	0.00696915
Cc1c2cccc(c3ccccc3)c2cc2c(cccc12)c1ccccc1	176.5	8	0	0	0	0	2	0	1	344.455	0.094	625.884	66.429	0	559.455	0	1150.864	0	0	7.7e-06	0	0.8485691	43.962	12.866	14.596	4.843	8.396	-9.795	-9.795	-6.65	9906.038	0.325	5899.293	0.643	7.978	1.152	2	1.874	1	100	0	0	0	0	1	26	0	26	0	27	1	0
O=C1CCC2C3CCC4CC(=CCC4(C)C3CCC12C)CC(=O)O	176.5	1	0	0	1	0	2	0	-1	330.466	5.07	561.173	396.945	137.244	26.984	0	1038.415	1	4	0.0247547	0.0071279	0.8837213	34.377	9.368	15.089	7.15	3.732	-4.742	-4.438	-1.735	125.319	-0.729	66.658	-3.762	9.887	-0.963	4	0.441	3	86.349	0	0	76.612	3	0	17	0	17	14	24	0	0.0121041
FC(F)(F)C1=NN(c2ccccc2)C(=O)C1=NNc1cc[nH0]cc1	176.5	1	0	0	0	0	3	0	0	333.272	2.85	563.082	0.904	85.872	360.112	116.195	957.46	0	6	0.0084812	0	0.8343341	33.676	9.431	14.891	9.397	2.89	-3.764	-4.386	-5.93	1519.064	-0.155	3366.121	-1.546	9.117	1.765	3	-0.335	3	100	116.195	0	72.446	6	0	17	0	17	0	24	0	0
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1[O-].O(C)c1cc(ccc1OCc1cc	176.5	0	1	0	0	0	7	0	1	257.332	2.106	540.418	189.707	64.116	286.595	0	908.039	2	2.5	0.0048827	0.0065422	0.8391473	28.428	9.488	13.09	7.253	3.058	-2.7	-2.974	-6.228	609.235	-0.067	320.337	-3.082	8.696	-0.21	6	0.202	3	94.692	0	0	43.195	3	0	12	0	12	0	19	0	0.0137391
O=[N+]([O-])c1cccc(c1)C=C1C(=O)OC(OC1=O)(C)C	176.5	1	0	0	0	0	3	3	-2	277.233	8.051	478.728	167.653	179.374	131.702	0	813.408	0	7	0.0796788	0	0.8802679	25.73	8.013	13.25	9.22	0.106	-1.136	-2.368	-4.097	197.197	-1.161	85.55	-4.073	10.327	1.761	1	-1.021	2	68.638	0	0	110.877	7	0	12	0	12	1	20	0	0
[S+2]([O-])([O-])(c1ccccc1)c1c(o[nH0]c1C(=O)c1ccc(OC)cc1)c1ccc([N+](=O)[O-]	176.5	1	0	0	0	0	8	0	-2	466.464	7.068	665.915	79.802	204.063	382.049	0	1236.27	2	5.75	0.040412	0.0122114	0.8365437	41.833	14.284	20.927	12.137	3.537	-4.941	-7.706	-5.999	115.018	-1.863	47.77	-3.166	6.256	1.426	3	0.489	3	84.54	0	0	129.155	9	0	23	0	23	0	33	0	0.0174328
S1c2[nH0][nH0]c([nH0]2N=C1c1ccc(OC)cc1)C	176.5	0	0	0	0	0	1	0	0	246.286	8.272	463.471	172.28	76.636	172.724	41.831	766.59	0	3.75	0.0892691	0	0.8740125	25.532	7.36	11.363	6.018	2.302	-3.056	-3.403	-4.394	1858.506	-0.063	1638.451	-2.227	9.498	1.382	3	-0.202	3	100	0	0	54.656	5	0	14	0	14	0	17	0	0
Clc1ccc(cc1)c1[nH0]c(sc1)C(=NNc1cc(Cl)c(Cl)cc1Cl)C#N	176.5	3	0	0	0	0	5	0	1	442.149	2.253	674.494	0	80.416	289.774	304.305	1160.024	1	5	0.0043762	0.007413	0.7915862	39.827	13.995	18.512	9.254	5.401	-8.233	-8.234	-6.286	1711.264	0.153	10000	-1.501	8.826	1.748	2	0.572	1	100	0	0	56.602	4	1	17	0	17	0	26	1	0.0113085
O=[N+]([O-])c1ccc(OC2OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C2OC(=O)C)cc1	176.5	0	0	0	0	0	8	5	-2	469.401	9.799	743.802	397.059	241.233	105.509	0	1367.596	0	11.45	0.0702058	0	0.8010874	44.448	13.409	22.052	13.381	1.095	-3.015	-4.126	-5.254	51.084	-2.425	19.868	-4.826	10.16	0.948	1	-0.814	2	50.974	0	0	190.625	13	1	12	0	12	5	33	0	0
