__MOL_ID__	ACTIVITY	moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_FCharge	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC+	moe2D_PEOE_PC-	moe2D_PEOE_RPC+	moe2D_PEOE_RPC-	moe2D_PEOE_VSA+0	moe2D_PEOE_VSA+1	moe2D_PEOE_VSA+2	moe2D_PEOE_VSA+3	moe2D_PEOE_VSA+4	moe2D_PEOE_VSA+5	moe2D_PEOE_VSA+6	moe2D_PEOE_VSA-0	moe2D_PEOE_VSA-1	moe2D_PEOE_VSA-2	moe2D_PEOE_VSA-3	moe2D_PEOE_VSA-4	moe2D_PEOE_VSA-5	moe2D_PEOE_VSA-6	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC+	moe2D_Q_PC-	moe2D_Q_RPC+	moe2D_Q_RPC-	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_acid	moe2D_a_aro	moe2D_a_base	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nB	moe2D_a_nBr	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nI	moe2D_a_nN	moe2D_a_nO	moe2D_a_nP	moe2D_a_nS	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_b_triple	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_chiral_u	moe2D_density	moe2D_diameter	moe2D_kS_X	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aaNH	moe2D_kS_aaO	moe2D_kS_aaS	moe2D_kS_aaaC	moe2D_kS_aasC	moe2D_kS_aasN	moe2D_kS_dCH2	moe2D_kS_dNH	moe2D_kS_dO	moe2D_kS_dS	moe2D_kS_ddC	moe2D_kS_ddsN	moe2D_kS_ddssS	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_dssS	moe2D_kS_dsssP	moe2D_kS_sBr	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sI	moe2D_kS_sNH2	moe2D_kS_sNH3	moe2D_kS_sOH	moe2D_kS_sPH2	moe2D_kS_sSH	moe2D_kS_sSiH3	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssNH2	moe2D_kS_ssO	moe2D_kS_ssPH	moe2D_kS_ssS	moe2D_kS_ssSiH2	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_sssNH	moe2D_kS_sssP	moe2D_kS_sssSiH	moe2D_kS_ssssC	moe2D_kS_ssssN	moe2D_kS_ssssSi	moe2D_kS_sssssP	moe2D_kS_tCH	moe2D_kS_tNH	moe2D_kS_tsC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_druglike	moe2D_lip_violation	moe2D_logP(o/w)	moe2D_logS	moe2D_mr	moe2D_nmol	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_acid	moe2D_vsa_base	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb
33	6.82	18.32	2.814	0.408	1.802	2.436	-2.749	-0.4495	0.5042	2.732	-2.837	-0.4231	0.5008	2.712	-2.494	-0.3041	0.6545	2.985	0	-0.8515	-0.3755	0.01252	3.12	-1.37	-0.3039	0.05105	3.155	-0.5224	-0.1742	0.1425	3.375	36.47	16.02	9.511	31.12	13.61	8.059	10.08	3.368	-3.368	0.08577	0.1139	204.5	54.57	11.19	25.86	12.95	18.89	0	67.29	149.3	0	2.53	32.02	39.33	9.155	0.821	0.4774	0.1283	0.179	0.5226	0.05075	515.1	299.6	80.5	112.3	327.9	31.84	7.627	-7.627	0.1897	0.1198	0.6478	0.2703	0.1323	0.3522	0.7297	0.2199	406.5	169.6	83.03	221	457.9	138	16.53	106.9	3.124	54.04	33.14	32.9	162.5	52.21	242	4.642	49.3	66.63	69.35	36.88	20.34	55.8	13.23	137.5	37.74	200	142.6	0.2859	6.459	3.761	10.54	598.8	134.7	1.531	5	0	12	0	88	3	42	29	0	0	32	0	0	46	0	4	5	0	1	98.3	12	0.2727	12	90	3	44	13	0.2955	75	0	1.871	62.58	31.35	22.86	26.68	21.39	19.65	13.03	16.14	11.21	11.09	8.671	4.218	1.976	2.165	1.474	14.57	7.334	8.364	4.805	0.2041	0	11.32	4.687	5.921	2.555	0.02552	0	8.574	3.542	3.905	2.233	1	0	0.7242	16	0	10.88	0	0	0	0	0	3.924	0	0	7.813	54.64	0	0	0	-4.15	0	0	-0.7663	0	0	0	13.43	0	0	0	5.699	0	0	0	0	0	1.616	2.793	0	4.88	0	0	0	-1.293	1.621	0	0	0	0	0	0	0	0	0	0	9	4	1	1	5.491	-8.175	16.74	1	19	0	3	12	4	0.5	1	8	0	3	627.5	826.9	59.15	0	0	25.82	425.7	51.46	102.7	5898	72	216
34	6.8	17.45	3.582	0.776	2.356	3.272	-2.754	-0.5752	0.6366	2.732	-2.845	-0.4983	0.709	2.708	-2.496	-0.4372	0.7826	2.987	0	-0.8534	-0.4051	0.06788	2.904	-1.37	-0.3992	0.1487	2.897	-0.5216	-0.2097	0.175	3.171	29.97	13.57	7.809	23.52	10.58	6.053	6.722	3.187	-3.187	0.08868	0.1203	138.2	70.94	11.19	34.48	25.9	4.185	0	57.24	85.78	0	2.53	32.02	39.33	6.788	0.7872	0.4399	0.1536	0.2128	0.5601	0.05916	400.3	223.7	78.14	108.2	284.9	30.08	8.247	-8.246	0.1755	0.1108	0.5601	0.4363	0.1586	0.4399	0.5637	0.2813	284.8	221.9	80.66	223.7	286.7	143.1	14.26	95.9	3.124	72.05	10.35	38.04	250.7	49.72	39.54	1.998	67.31	64.14	58.35	36.88	10.78	53.32	0	230.9	37.74	0	145.4	0.3212	6.322	3.752	10.16	521.6	112.4	1.653	5	0	16	0	68	4	37	24	0	0	27	0	0	31	0	5	4	0	1	79.8	9	0.225	17	71	3	40	10	0.25	51	0	1.433	44.92	26.58	18.09	21.42	16.04	17.67	11.05	13.61	8.542	8.508	5.656	3.16	0.8708	1.239	0.5122	13.59	6.312	7.096	3.556	0.2041	0	10.45	4.522	4.963	2.03	0.02552	0	6.896	1.751	2.47	0.8674	1	0	0.7619	16	0	19.17	0	0	0	0	1.688	1.236	0	0	7.71	52.49	0	0	0	-4.038	0	0	-0.5209	0	0	0	1.59	0	0	0	5.626	0	0	0	0	0	1.824	5.279	0	0	0	0	0	-1.246	1.613	0	0	0	0	0	0	0	0	0	0	9	5	1	1	2.609	-5.931	14.39	1	24	0	4	9	2	0.5	1	8	0	4	508.6	684.7	59.15	0	0	31.5	317.7	47.2	108.4	4440	61	194
35	6.74	15.86	2.859	0.408	1.748	2.553	-2.749	-0.4883	0.5053	2.732	-2.837	-0.4699	0.5023	2.709	-2.494	-0.3385	0.656	2.984	0	-0.8515	-0.3965	0.01253	2.936	-1.37	-0.3665	0.0542	2.927	-0.5212	-0.1762	0.1427	3.196	30.54	13.38	8.013	25.34	11.04	6.586	7.769	3.079	-3.079	0.09346	0.1246	153.3	54.57	11.19	25.86	12.95	18.89	0	123.5	36.76	0	2.53	32.02	39.33	9.155	0.784	0.4679	0.1548	0.216	0.5321	0.06123	407.7	243.3	80.5	112.3	276.7	31.84	7.627	-7.627	0.1897	0.1198	0.5751	0.3261	0.1597	0.4249	0.6739	0.2653	299.1	169.6	83.03	221	350.5	138	13.72	106.9	3.124	54.04	19.91	32.9	162.5	52.21	142	2.197	49.3	66.63	69.35	36.88	20.34	55.8	0	137.5	37.74	99.98	142.6	0.322	6.248	3.67	10.09	514.6	114.3	1.632	5	0	12	0	70	3	36	23	0	0	26	0	0	34	0	4	5	0	1	79.74	9	0.2368	12	72	3	38	10	0.2632	57	0	1.746	49.46	26.62	18.13	21.94	16.65	16.92	10.3	13.31	8.382	8.325	5.907	3.539	1.298	1.491	0.8009	12.62	5.24	6.932	3.244	0.2041	0	10.59	3.967	5.251	2.068	0.02552	0	6.92	1.707	2.755	0.9443	1	0	0.7565	15	0	10.45	0	0	0	0	0	3.474	0	0	7.703	52.57	0	0	0	-4.035	0	0	-0.7784	0	0	0	6.712	0	0	0	5.621	0	0	0	0	0	1.641	2.655	0	4.826	0	0	0	-1.355	1.594	0	0	0	0	0	0	0	0	0	0	9	4	1	1	2.956	-5.084	14	1	19	0	3	9	2	0.4667	0.875	8	0	3	520.1	680.3	59.15	0	0	25.82	330.9	51.46	102.7	4032	60	186
36	6.7	18.98	4.203	0.408	1.864	3.369	-2.653	-0.5761	0.6367	2.66	-2.803	-0.4924	0.6915	2.601	-2.378	-0.4378	0.7827	2.934	0	-0.8448	-0.4051	0.06788	2.943	-1.37	-0.3587	0.141	2.951	-0.5021	-0.1982	0.175	3.219	32.4	14.4	7.81	24.81	10.95	5.909	6.627	3.373	-3.373	0.0845	0.1137	92.79	113.6	14.34	25.86	12.95	18.89	0	44.25	134.8	0	2.53	32.02	39.33	9.155	0.7921	0.4849	0.1489	0.2079	0.5151	0.05891	428.2	262.1	80.5	112.3	278.4	31.84	8.833	-8.833	0.1638	0.1034	0.6097	0.5137	0.1536	0.3903	0.4863	0.2367	329.6	277.7	83.03	210.9	262.8	127.9	15.59	106.9	3.124	49.63	20.71	38.04	320.8	15.33	42.02	3.406	49.3	66.63	73.33	0	12.74	74.67	0	301.5	0	18.44	142.7	0.3012	6.492	3.682	10.48	570.7	116.2	1.637	5	0	22	0	71	3	41	28	0	0	31	0	0	30	0	4	5	0	1	85.87	9	0.2	23	75	3	45	10	0.2222	49	0	1.355	45.08	29.15	20.66	23.23	17.94	19.66	13.11	14.54	9.669	10.45	6.559	3.433	1.037	1.359	0.572	15.4	8.076	7.677	4.299	0.2041	0	12.35	6.147	5.478	2.753	0.02552	0	7.675	2.319	2.782	1.102	2	0	0.7658	15	0	26.41	0	0	0	0	1.624	2.861	0	0	7.786	54.4	0	0	0	-4.166	0	0	-1.292	0	0	0	1.263	0	0	0	5.671	0	0	0	0	0	0.3411	2.614	0	5.027	0	0	0	-2.176	1.385	0	0	0	0	0	0	0	0	0	0	9	4	1	1	4.589	-7.81	15.83	1	29	0	5	8	3	0.4667	0.875	8	0	5	540.5	745.2	59.15	0	0	25.82	355.5	51.46	102.7	5458	71	220
37	6.68	20	4.195	0.408	1.868	3.393	-2.749	-0.5855	0.6366	2.732	-2.836	-0.5053	0.7149	2.711	-2.494	-0.442	0.7826	2.984	0	-0.8515	-0.405	0.06788	2.93	-1.37	-0.343	0.1487	2.935	-0.5212	-0.211	0.175	3.195	34.34	16.21	9.524	26.65	12.5	7.31	7.745	3.448	-3.448	0.08198	0.1112	102.1	115.7	11.19	25.86	12.95	18.89	0	59.45	147.1	0	2.53	32.02	39.33	9.155	0.8051	0.5024	0.1397	0.1949	0.4976	0.05525	464	289.5	80.5	112.3	286.8	31.84	8.84	-8.84	0.1637	0.1034	0.634	0.4992	0.1441	0.366	0.5008	0.2219	365.4	287.7	83.03	210.9	288.6	127.9	16.5	106.9	3.124	54.04	13.54	38.04	359.8	52.21	6.641	4.262	49.3	66.63	69.35	36.88	13.97	20.42	0	319.1	37.74	20.93	142.6	0.2899	6.555	4.073	10.57	598.7	123.5	1.604	5	0	22	0	77	3	43	30	0	0	33	0	0	34	0	4	5	0	1	92.06	11	0.234	23	81	3	47	12	0.2553	55	0	1.187	49.46	30.4	21.91	24.43	19.13	20.69	14.27	15.62	10.81	11.01	7.142	3.365	1.075	1.346	0.63	15.7	8.037	8.036	4.398	0.2041	0	12.32	5.709	5.579	2.508	0.02552	0	7.26	2.04	2.601	1.003	1	0	0.754	20	0	28.58	0	0	0	0	1.67	2.1	0	0	7.767	53.69	0	0	0	-4.078	0	0	-0.8038	0	0	0	0	0	0	0	5.664	0	0	0	0	0	1.687	2.646	0	5.504	0	0	0	-1.451	1.601	0	0	0	0	0	0	0	0	0	0	9	4	1	1	5.039	-7.935	16.78	1	30	0	5	11	4	0.5	1	10	0	5	576.3	794	59.15	0	0	25.82	387.2	51.46	102.7	7128	69	226
38	6.64	15.45	3.32	0.408	1.463	2.575	-2.754	-0.5994	0.6587	2.692	-2.822	-0.5031	0.721	2.73	-2.485	-0.4559	0.8106	2.964	0	-0.8518	-0.3823	0.07129	2.856	-1.37	-0.3746	0.1498	2.872	-0.5249	-0.2008	0.182	3.132	26.07	11.82	6.612	20.79	9.357	5.204	5.895	2.661	-2.661	0.1089	0.1441	106.4	60.89	11.19	25.86	12.95	4.185	0	63.73	98.04	0	2.53	32.02	25.76	6.651	0.8188	0.5081	0.1431	0.1812	0.4919	0.03806	368.6	228.7	64.43	81.57	221.5	17.13	6.946	-6.946	0.2083	0.1315	0.633	0.4624	0.1487	0.367	0.5376	0.2182	285	208.2	66.96	165.2	242.1	98.25	12.97	72.03	3.124	49.63	10.35	38.04	269.5	44.47	6.641	3.026	49.3	58.88	34.48	36.88	6.371	20.42	0	230.9	56.61	0	116.3	0.3513	6.17	3.505	9.841	464.6	98.32	1.612	4	0	16	0	61	3	33	23	0	0	25	0	0	28	0	4	3	0	1	72.38	8	0.2222	17	64	2	36	8	0.2222	45	0	1.479	40.02	23.42	16.64	19.14	14.67	15.85	10.92	12.56	8.443	8.2	5.427	2.701	0.6735	1.011	0.3567	11.91	6.009	6.363	3.336	0.2041	0	9.845	4.533	4.651	2.056	0.02552	0	5.676	1.429	2.016	0.6375	1	0	0.7513	13	0	19.42	0	0	0	0	1.42	1.418	0	0	7.684	40.37	0	0	0	-3.981	0	0	-0.3066	0	0	0	0	0	0	0	5.617	0	0	0	0	0	4.303	2.692	0	0	0	0	0	-0.9636	1.745	0	0	0	0	0	0	0	0	0	0	7	4	1	0	3.94	-6.204	13.06	1	24	1	4	8	1	0.4615	0.8571	7	0	4	450.2	618.4	45.58	0	0	25.82	297.4	34.25	89.14	3090	54	174
39	6.64	18.92	2.825	0.776	2.338	2.741	-2.755	-0.4604	0.4899	2.732	-2.851	-0.4205	0.4955	2.713	-2.496	-0.2936	0.6382	2.989	0	-0.8528	-0.3735	0.01519	3.132	-1.37	-0.3209	0.04784	3.163	-0.5229	-0.1919	0.138	3.388	36.47	16.02	9.511	30.71	13.43	7.95	9.82	3.442	-3.442	0.08392	0.1114	215.5	41.77	11.19	34.48	25.9	4.185	0	67.29	149.3	0	2.53	32.02	39.33	6.788	0.8283	0.4716	0.124	0.1717	0.5284	0.04774	522	297.2	78.14	108.2	333	30.08	7.927	-7.927	0.1825	0.1153	0.645	0.2653	0.128	0.355	0.7347	0.227	406.5	167.2	80.66	223.7	463	143.1	16.74	95.9	3.124	72.05	33.14	32.9	162.5	49.72	239.5	4.215	67.31	64.14	58.35	36.88	20.34	53.32	13.23	137.5	37.74	200	145.4	0.2859	6.459	3.691	10.55	597.8	135.7	1.524	5	0	12	0	89	4	42	29	0	0	32	0	0	47	0	5	4	0	1	99.27	12	0.2727	12	91	3	44	13	0.2955	76	0	1.909	62.41	31.35	22.86	26.77	21.39	19.65	13.03	16.28	11.21	11.15	8.736	4.218	1.976	2.176	1.474	14.51	7.167	8.373	4.661	0.2041	0	11.34	4.804	6.014	2.658	0.02552	0	8.531	3.424	3.892	2.131	2	0	0.7181	15	0	10.88	0	0	0	0	0	3.914	0	0	7.825	55.16	0	0	0	-4.162	0	0	-0.6234	0	0	0	13.66	0	0	0	5.707	0	0	0	0	0	2.044	5.462	0	0	0	0	0	-1.38	1.597	0	0	0	0	0	0	0	0	0	0	9	5	1	1	4.849	-7.939	16.85	1	19	0	3	12	3	0.4667	0.875	8	0	3	630.2	832.5	59.15	0	0	31.5	424	47.2	108.4	5770	72	216
40	6.59	16.8	3.446	0.907	1.807	2.85	-2.747	-0.5995	0.6588	2.727	-2.84	-0.5152	0.7171	2.732	-2.491	-0.4559	0.8106	2.983	0	-0.8448	-0.4094	0.0713	2.892	-1.37	-0.4082	0.1525	2.888	-0.5241	-0.2299	0.182	3.16	28.99	12.9	7.359	22.95	10.14	5.754	6.462	3.196	-3.196	0.08846	0.12	84.68	75.2	14.34	25.86	23.27	18.89	0	65.94	85.78	0	2.53	32.02	39.33	14.42	0.7347	0.4977	0.1778	0.2653	0.5023	0.08743	354.3	240	85.77	127.9	242.2	42.17	8.166	-8.166	0.1772	0.1119	0.5821	0.4759	0.1831	0.4179	0.5241	0.2348	280.7	229.5	88.3	201.5	252.8	113.2	13.62	95.9	3.124	75.01	14.34	38.04	269.5	33.77	6.641	2.479	49.3	66.63	62.33	43.82	6.371	20.42	0	230.9	56.61	0	153.6	0.3282	6.285	3.605	10.09	508.6	107.6	1.681	6	0	16	0	64	5	36	23	0	0	26	0	0	28	0	4	5	0	1	75.74	9	0.2308	17	67	3	39	9	0.2308	47	0	1.493	40.98	25.87	17.09	20.37	15.04	17.15	11.14	13.12	8.634	8.402	5.582	3.197	0.7041	1.159	0.3679	12.99	6.191	6.743	3.457	0.2041	0	10.51	4.64	4.829	2.132	0.02552	0	6.74	1.515	2.296	0.6632	2	0	0.7795	14	0	18.7	0	0	0	0	1.613	1.036	0	0	7.681	52.26	0	0	0	-4.131	0	0	-1.865	0	0	0	0	0	0	0	5.596	0	9.668	0	0	0	1.826	2.531	0	0	0	0	0	-2.258	1.258	0	0	0	0	0	0	0	0	0	0	9	5	1	1	3.605	-6.2	13.76	1	24	0	4	9	2	0.5	1	7	0	4	482.3	652.5	45.58	0	0	25.82	283.8	48.95	116.3	3927	60	190
41	6.55	12.84	3.123	0.408	0.822	2.137	-2.541	-0.5753	0.6366	2.566	-2.743	-0.5025	0.734	2.466	-2.263	-0.4373	0.7827	2.866	0	-0.8448	-0.4051	0.06788	2.652	-1.37	-0.3735	0.1487	2.686	-0.4972	-0.1981	0.175	2.942	23.66	10.54	6.257	18.25	8.05	4.743	5.065	2.475	-2.475	0.1142	0.155	62.36	83.74	11.19	25.86	0	18.89	0	39.84	85.78	0	2.53	32.02	25.76	9.155	0.7839	0.4912	0.1685	0.2161	0.5088	0.04757	311.3	195.1	66.94	85.83	202	18.89	6.716	-6.716	0.2154	0.136	0.5767	0.5305	0.1749	0.4233	0.4695	0.2483	229	210.7	69.46	168.1	186.5	98.62	11.12	83.03	0	49.63	10.35	38.04	212.9	10.07	42.02	2.186	49.3	58.25	45.48	0	6.371	55.8	0	230.9	0	0	122.3	0.3797	5.954	3.57	9.436	411.5	84.96	1.699	4	0	16	0	50	3	29	19	0	0	21	0	0	21	0	3	4	0	1	60.37	7	0.2258	17	52	2	31	8	0.2581	33	0	1.61	32.31	21.02	14.1	16.57	12.14	13.8	8.899	10.31	6.437	7.17	4.382	2.635	0.7041	0.9193	0.3679	10.28	5.57	4.859	2.859	0.2041	0	7.856	4.378	3.312	1.886	0.02552	0	5.355	1.515	1.689	0.6632	1	0	0.7804	14	0	18.9	0	0	0	0	1.691	1.195	0	0	7.532	38.04	0	0	0	-3.97	0	0	-0.8187	0	0	0	1.2	0	0	0	5.503	0	0	0	0	0	0.05616	2.435	0	4.781	0	0	0	-1.126	0	0	0	0	0	0	0	0	0	0	0	7	4	1	0	3.45	-5.791	11.27	1	18	1	3	6	0	0.5	1	7	0	3	397.1	527.3	45.58	0	0	25.82	245.1	38.51	89.14	2316	46	150
42	6.55	20.6	4.206	0.776	2.404	3.698	-2.755	-0.616	0.6717	2.732	-2.849	-0.5155	0.7294	2.713	-2.496	-0.4706	0.8252	2.988	0	-0.8511	-0.4008	0.074	2.956	-1.37	-0.3762	0.1543	2.954	-0.5228	-0.2168	0.1857	3.223	34.34	16.21	9.524	26.3	12.33	7.211	7.542	3.531	-3.531	0.08004	0.1086	115.3	100.8	11.19	34.48	25.9	4.185	0	59.45	147.1	0	2.53	32.02	39.33	6.788	0.8131	0.4959	0.1349	0.1869	0.5041	0.05195	470.8	287.2	78.14	108.2	291.9	30.08	9.14	-9.14	0.1583	0.09997	0.631	0.4928	0.1393	0.369	0.5072	0.2297	365.4	285.3	80.66	213.7	293.7	133	16.7	95.9	3.124	72.05	13.54	38.04	357.3	49.72	6.641	3.835	67.31	64.14	58.35	36.88	13.97	20.42	0	319.1	37.74	18.44	145.4	0.2899	6.555	3.984	10.59	597.7	124.7	1.598	5	0	22	0	78	4	43	30	0	0	33	0	0	35	0	5	4	0	1	93.03	11	0.234	23	82	3	47	12	0.2553	56	0	1.233	49.29	30.4	21.91	24.52	19.13	20.69	14.27	15.73	10.81	11.08	7.207	3.365	1.075	1.357	0.63	15.64	7.87	8.085	4.254	0.2041	0	12.35	5.827	5.718	2.61	0.02552	0	7.217	1.922	2.596	0.9014	2	0	0.7475	19	0	28.77	0	0	0	0	1.669	2.171	0	0	7.787	54.28	0	0	0	-4.094	0	0	-0.6631	0	0	0	0	0	0	0	5.677	0	0	0	0	0	2.32	5.623	0	0	0	0	0	-1.537	1.582	0	0	0	0	0	0	0	0	0	0	9	5	1	1	4.397	-7.699	16.9	1	30	0	5	11	4	0.4737	0.9	10	0	5	579	799.7	59.15	0	0	31.5	385.4	47.2	108.4	6858	69	226
43	6.49	16.94	3.498	0.408	1.485	2.647	-2.788	-0.5866	0.6366	2.838	-2.802	-0.5177	0.7171	2.892	-2.537	-0.4465	0.7826	3.099	0	-0.8566	-0.4051	0.06788	3.008	-1.37	-0.3472	0.1487	3.029	-0.5308	-0.2153	0.175	3.268	27.56	12.03	6.434	22.42	9.722	5.178	6.055	2.738	-2.738	0.1032	0.1401	109.2	75.2	11.19	25.86	12.95	4.185	0	65.94	103.2	0	2.53	32.02	25.76	6.651	0.8281	0.4974	0.1358	0.1719	0.5026	0.0361	393.1	236.1	64.43	81.57	238.5	17.13	6.946	-6.946	0.2083	0.1315	0.6731	0.4386	0.1411	0.3269	0.5614	0.1858	319.5	208.2	66.96	155.2	266.5	88.21	14.13	72.03	3.124	54.04	14.34	38.04	307.3	26.03	6.641	3.805	49.3	58.88	38.47	18.44	10.78	20.42	0	230.9	94.34	0	116.3	0.3343	6.322	3.622	10.09	504.7	106.6	1.567	4	0	16	0	68	3	36	26	0	0	28	0	0	32	0	4	3	0	1	80.32	8	0.2	17	72	2	40	8	0.2	53	0	1.296	44.4	25.29	18.5	21.01	16.53	17.31	12.46	14.05	9.995	9.739	6.951	3.03	0.8708	1.287	0.5345	13.64	7.47	7.965	4.759	0.2041	0	10.89	5.662	5.758	3.171	0.02552	0	6.682	1.869	2.768	1.017	3	0	0.7446	14	0	19.68	0	0	0	0	1.771	1.43	0	0	7.75	40.91	0	0	0	-3.966	0	0	-0.2472	0	0	0	0	0	0	0	5.666	0	0	0	0	0	6.206	2.74	0	0	0	0	0	-0.2701	1.909	0	0	0	0	0	0	0	0	0	0	7	4	1	1	4.919	-7.146	14.24	1	28	0	5	7	2	0.5	1	7	0	5	474.6	677.7	45.58	0	0	25.82	317.7	34.25	89.14	3945	60	196
