__MOL_ID__	ACTIVITY	moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC+	moe2D_PEOE_PC-	moe2D_PEOE_RPC+	moe2D_PEOE_RPC-	moe2D_PEOE_VSA+0	moe2D_PEOE_VSA+1	moe2D_PEOE_VSA+2	moe2D_PEOE_VSA+3	moe2D_PEOE_VSA+4	moe2D_PEOE_VSA+5	moe2D_PEOE_VSA+6	moe2D_PEOE_VSA-0	moe2D_PEOE_VSA-1	moe2D_PEOE_VSA-2	moe2D_PEOE_VSA-3	moe2D_PEOE_VSA-4	moe2D_PEOE_VSA-5	moe2D_PEOE_VSA-6	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC+	moe2D_Q_PC-	moe2D_Q_RPC+	moe2D_Q_RPC-	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_aro	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nC	moe2D_a_nH	moe2D_a_nI	moe2D_a_nN	moe2D_a_nO	moe2D_a_nP	moe2D_a_nS	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_density	moe2D_diameter	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aaNH	moe2D_kS_aaaC	moe2D_kS_aasC	moe2D_kS_dO	moe2D_kS_dsCH	moe2D_kS_dssC	moe2D_kS_dsssP	moe2D_kS_sCH3	moe2D_kS_sI	moe2D_kS_sNH2	moe2D_kS_sOH	moe2D_kS_sSH	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssO	moe2D_kS_ssS	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_ssssC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_druglike	moe2D_lip_violation	moe2D_logP(o/w)	moe2D_logS	moe2D_mr	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb
THIOL_22	4.42	12.83	2.515	1.113	1.918	2.753	-2.564	-0.5554	0.5926	2.602	-2.751	-0.4996	0.6718	2.569	-2.3	-0.3934	0.7311	2.874	-0.8628	-0.3962	0.08775	2.571	-1.164	-0.3577	0.1296	2.602	-0.5043	-0.1915	0.1931	2.85	17.36	7.051	4.488	13.83	5.551	3.5	3.657	2.045	-2.045	0.1381	0.1762	68.48	25.59	10.93	17.24	23.27	14.71	0	51.96	36.76	0	26.36	0	27.13	8.041	0.7644	0.484	0.1133	0.2356	0.516	0.1223	237.3	150.3	35.18	73.16	160.2	37.98	4.164	-4.164	0.1582	0.1753	0.5603	0.4383	0.2517	0.4397	0.5617	0.188	174	136.1	78.15	136.5	174.4	58.37	8.464	47.72	0	60.18	7.168	4.717	106.7	13	112.8	1.988	18.01	13	68.49	25.39	3.186	18.87	0	92.5	46.11	66.65	121	0.4683	5.459	3.155	8.502	306.4	65.71	1.685	3	9	39	4	21	13	15	18	0	2	3	0	1	45.91	5	0.2273	10	40	2	22	6	0.2727	28	1.941	25.19	15.62	10.21	12.78	9.171	9.787	5.83	7.047	4.667	4.493	3.21	2.54	0.5914	2.044	0.4242	7.165	2.505	3.461	1.377	0.2887	0	4.602	1.752	1.976	0.813	0.3354	0	4.565	0.6952	1.882	0.3449	1	0.7782	10	9.417	0	3.095	1.903	0.8567	23.29	0	-1.468	0	3.242	0	0	9.309	4.154	0.2172	2.531	0	0	-0.9832	0	-0.9227	5	3	1	0	2.949	-3.521	8.409	10	1	2	5	0	0.5	1	5	1	2	310.5	393.7	13.57	11.37	176	59.04	52.07	943	30	108
THIOL_27	5.34	12.74	2.536	1.113	1.867	2.832	-2.515	-0.5933	0.6489	2.559	-2.726	-0.5699	0.7278	2.476	-2.258	-0.4276	0.8064	2.813	-0.8628	-0.433	0.09947	2.511	-1.163	-0.3964	0.1621	2.553	-0.4977	-0.2181	0.2279	2.793	16.37	7.852	4.496	12.89	6.099	3.458	3.931	1.979	-1.979	0.1427	0.1821	68.65	25.59	10.93	17.24	23.27	14.71	0	25.14	36.76	0	26.36	0	27.13	8.041	0.7423	0.4349	0.1239	0.2577	0.5651	0.1338	210.7	123.4	35.18	73.16	160.4	37.98	4.164	-4.164	0.1582	0.1753	0.4814	0.4794	0.2753	0.5186	0.5206	0.2433	136.6	136.1	78.15	147.2	147.8	69.04	8.004	47.72	0	60.18	7.168	4.717	125.5	30.24	46.11	1.6	18.01	13	68.49	42.62	3.186	18.87	0	92.5	64.98	0	121	0.4846	5.392	3.183	8.352	292.4	62.06	1.724	3	9	36	4	20	12	14	16	0	2	3	0	1	42.81	6	0.2857	10	37	2	21	7	0.3333	25	1.88	23.01	14.54	9.121	11.69	8.085	9.613	5.449	6.928	4.27	3.704	2.46	1.258	0.3027	0.4733	0.1742	6.517	2.505	3.295	1.377	0	0	4.922	1.752	2.147	0.813	0	0	2.727	0.6952	0.9388	0.3449	1	0.7917	11	9.44	0	3.093	1.926	0.8742	22.78	0	-1.338	0	0	0	0	9.217	3.958	0.8509	2.519	0	0	-0.9291	0	0	5	3	1	0	1.824	-2.749	8.01	10	1	2	6	0	0.4545	0.8333	6	1	2	283.8	369.3	13.57	11.37	150.8	59.04	52.07	849	27	98
THIOL_28	3.0	12.74	2.536	1.113	1.867	2.832	-2.515	-0.5933	0.6489	2.559	-2.726	-0.5699	0.7278	2.476	-2.258	-0.4276	0.8064	2.813	-0.8628	-0.433	0.09947	2.511	-1.163	-0.3964	0.1621	2.553	-0.4977	-0.2181	0.2279	2.793	16.37	7.852	4.496	12.89	6.099	3.458	3.931	1.979	-1.979	0.1427	0.1821	68.65	25.59	10.93	17.24	23.27	14.71	0	25.14	36.76	0	26.36	0	27.13	8.041	0.7423	0.4349	0.1239	0.2577	0.5651	0.1338	210.7	123.4	35.18	73.16	160.4	37.98	4.164	-4.164	0.1582	0.1753	0.4814	0.4794	0.2753	0.5186	0.5206	0.2433	136.6	136.1	78.15	147.2	147.8	69.04	8.004	47.72	0	60.18	7.168	4.717	125.5	30.24	46.11	1.6	18.01	13	68.49	42.62	3.186	18.87	0	92.5	64.98	0	121	0.4846	5.392	3.183	8.352	292.4	62.06	1.724	3	9	36	4	20	12	14	16	0	2	3	0	1	42.81	6	0.2857	10	37	2	21	7	0.3333	25	1.88	23.01	14.54	9.121	11.69	8.085	9.613	5.449	6.928	4.27	3.704	2.46	1.258	0.3027	0.4733	0.1742	6.517	2.505	3.295	1.377	0	0	4.922	1.752	2.147	0.813	0	0	2.727	0.6952	0.9388	0.3449	1	0.7917	11	9.44	0	3.093	1.926	0.8742	22.78	0	-1.338	0	0	0	0	9.217	3.958	0.8509	2.519	0	0	-0.9291	0	0	5	3	1	0	1.824	-2.749	8.01	10	1	2	6	0	0.4545	0.8333	6	1	2	283.8	369.3	13.57	11.37	150.8	59.04	52.07	849	27	98
THIOL_30A	7.46	13.07	2.521	1.113	1.885	2.793	-2.56	-0.5743	0.6331	2.594	-2.745	-0.5186	0.7056	2.544	-2.306	-0.4233	0.7789	2.851	-0.8628	-0.4075	0.0923	2.564	-1.163	-0.3684	0.1552	2.594	-0.5122	-0.2121	0.1981	2.839	17.36	8.022	4.488	13.83	6.316	3.5	4.161	2.031	-2.031	0.1391	0.1774	79.16	25.59	10.93	17.24	23.27	14.71	0	14.46	55.51	0	26.36	0	27.13	8.041	0.7581	0.4349	0.1163	0.2419	0.5651	0.1256	229.3	131.5	35.18	73.16	170.9	37.98	4.164	-4.164	0.1582	0.1753	0.5133	0.45	0.2584	0.4867	0.55	0.2283	155.2	136.1	78.15	147.2	166.3	69.04	8.459	47.72	0	64.59	7.168	4.717	106.7	30.24	79.43	1.846	18.01	13	68.49	42.62	7.596	18.87	0	92.5	46.11	33.33	121	0.4683	5.459	3.207	8.498	306.4	65.71	1.685	3	9	39	4	21	13	15	18	0	2	3	0	1	45.91	6	0.2727	10	40	2	22	7	0.3182	28	1.908	25.19	15.41	9.991	12.56	8.956	10.02	5.86	7.349	4.691	4.393	3.111	1.441	0.5385	0.6642	0.3784	7.32	2.505	3.983	1.377	0	0	4.907	1.752	2.139	0.813	0	0	3.533	0.6952	1.44	0.3449	2	0.7782	11	9.452	0	3.102	1.923	0.8721	23.21	0	-1.336	0	1.715	0	0	9.303	4.053	0.6207	2.569	0	0	-1.266	0	0	5	3	1	0	2.194	-2.95	8.459	10	1	2	6	0	0.4545	0.8333	6	1	2	302.4	393.7	13.57	11.37	166.6	59.04	52.07	961	30	104
THIOL_30B	4.48	13.07	2.521	1.113	1.885	2.793	-2.56	-0.5743	0.6331	2.594	-2.745	-0.5186	0.7056	2.544	-2.306	-0.4233	0.7789	2.851	-0.8628	-0.4075	0.0923	2.564	-1.163	-0.3684	0.1552	2.594	-0.5122	-0.2121	0.1981	2.839	17.36	8.022	4.488	13.83	6.316	3.5	4.161	2.031	-2.031	0.1391	0.1774	79.16	25.59	10.93	17.24	23.27	14.71	0	14.46	55.51	0	26.36	0	27.13	8.041	0.7581	0.4349	0.1163	0.2419	0.5651	0.1256	229.3	131.5	35.18	73.16	170.9	37.98	4.164	-4.164	0.1582	0.1753	0.5133	0.45	0.2584	0.4867	0.55	0.2283	155.2	136.1	78.15	147.2	166.3	69.04	8.459	47.72	0	64.59	7.168	4.717	106.7	30.24	79.43	1.846	18.01	13	68.49	42.62	7.596	18.87	0	92.5	46.11	33.33	121	0.4683	5.459	3.207	8.498	306.4	65.71	1.685	3	9	39	4	21	13	15	18	0	2	3	0	1	45.91	6	0.2727	10	40	2	22	7	0.3182	28	1.908	25.19	15.41	9.991	12.56	8.956	10.02	5.86	7.349	4.691	4.393	3.111	1.441	0.5385	0.6642	0.3784	7.32	2.505	3.983	1.377	0	0	4.907	1.752	2.139	0.813	0	0	3.533	0.6952	1.44	0.3449	2	0.7782	11	9.452	0	3.102	1.923	0.8721	23.21	0	-1.336	0	1.715	0	0	9.303	4.053	0.6207	2.569	0	0	-1.266	0	0	5	3	1	0	2.194	-2.95	8.459	10	1	2	6	0	0.4545	0.8333	6	1	2	302.4	393.7	13.57	11.37	166.6	59.04	52.07	961	30	104
THIOL_4	4.11	9.045	1.433	1.33	1.842	2.245	-2.584	-0.5165	0.448	2.63	-2.75	-0.4792	0.3933	2.583	-2.336	-0.3041	0.582	2.884	-0.8137	-0.4752	0.08983	2.428	-1.164	-0.4372	0.03775	2.379	-0.514	-0.2037	0.2057	2.667	16	6.667	7.058	14.28	5.902	6.21	5.267	2.065	-2.065	0.1366	0.1661	51.36	4.265	10.93	8.619	33.6	29.42	0	46.2	0	0	26.36	0	40.7	15.67	0.553	0.4827	0.211	0.447	0.5173	0.2359	147.7	128.9	56.37	119.4	138.2	63.01	4.15	-4.15	0.1588	0.1759	0.4103	0.3097	0.3097	0.5897	0.6903	0.28	109.6	82.74	82.74	157.5	184.4	74.78	5.95	71.59	0	68.78	3.982	0	37.74	20.75	112.8	0.129	18.01	20.75	75.57	50.77	0	0	0	0	83.84	66.65	142.5	0.5212	4.907	2.899	7.709	249.3	54.84	1.769	5	0	31	5	16	6	9	15	0	1	5	0	1	33.85	6	0.4	0	30	3	15	7	0.4667	27	4.248	22.21	12.93	6.224	9.952	5.992	7.142	2.939	5.07	2.8	1.89	1.743	2.478	0.2887	1.862	0.25	4.192	0.3333	2.009	0.2887	0.2887	0	2.078	0.09623	0.9246	0.07217	0.3354	0	3.516	0	1.356	0	1	0.8539	8	0	0	0	0	0	32.46	0	-2.911	0	3.031	0	0	17.19	3.98	-0.4677	2.234	0	0	-1.199	0	-1.003	6	3	1	0	0.742	-1.481	5.981	0	1	0	6	0	0.5	1	4	1	0	267.1	291.9	13.57	5.683	97.13	73.75	73.52	472	19	72
THIOL_5	4.72	8.35	2.241	0.742	1.626	2.85	-2.48	-0.6216	0.6292	2.526	-2.733	-0.6453	0.6101	2.363	-2.208	-0.4106	0.7849	2.795	-0.8117	-0.4545	0.1391	2.111	-1.164	-0.4488	0.1356	2.006	-0.4811	-0.1671	0.2657	2.383	11	5.625	4.444	11.75	6.052	4.812	6.466	1.552	-1.552	0.1823	0.2208	27.74	14.94	18.71	8.619	23.27	14.71	0	0	0	0	52.73	0	27.13	7.904	0.627	0.4483	0.179	0.373	0.5517	0.194	122.7	87.76	35.04	73.02	108	37.98	3.34	-3.34	0.1973	0.2186	0.1884	0.4483	0.4483	0.8116	0.5517	0.3632	36.89	87.76	87.76	158.9	108	71.1	4.727	47.72	0	43.4	3.982	0	0	47.47	92.21	-0.5846	18.01	13	51.71	59.85	0	0	0	0	92.21	0	144	0.6468	4.322	2.486	6.604	195.3	39.54	1.977	3	0	20	3	11	3	5	9	0	1	3	0	2	24.11	4	0.4	0	19	2	10	5	0.5	17	3.705	16.97	8.853	3.146	7.439	2.992	5.113	1.15	4.118	1.05	0.2357	0.2041	0.7887	0	0.2269	0	2.869	0	1.612	0	0	0	1.594	0	0.7642	0	0	0	1.523	0	0.4774	0	1	0.9486	6	0	0	0	0	0	20.89	0	-1.495	0	0	0	0	8.429	7.415	0.06191	2.225	0	0	-0.9185	0	0	4	2	1	0	-0.055	-1.736	4.643	0	1	0	4	0	0.5	1	3	1	0	195.8	205.9	13.57	5.683	42.27	90.43	46.38	168	12	44
THIOL_7A	5.1	8.671	2.226	0.742	1.644	2.811	-2.506	-0.567	0.5869	2.548	-2.743	-0.5983	0.5634	2.447	-2.233	-0.3803	0.7214	2.823	-0.8116	-0.4325	0.1256	2.202	-1.164	-0.4414	0.1206	2.126	-0.4944	-0.1661	0.2227	2.472	12	5.612	4.592	12.75	5.996	4.928	6.369	1.593	-1.593	0.1776	0.2149	32	9.162	18.71	8.619	23.27	14.71	0	18.75	0	0	52.73	0	27.13	7.904	0.6572	0.5001	0.1645	0.3428	0.4999	0.1783	140	106.5	35.04	73.02	106.5	37.98	3.34	-3.34	0.1973	0.2186	0.3013	0.4121	0.4121	0.6987	0.5879	0.2867	64.17	87.76	87.76	148.8	125.2	61.06	5.187	47.72	0	43.4	6.758	0	0	30.24	125.5	-0.1961	18.01	13	54.48	42.62	0	0	0	0	92.21	33.33	144	0.6167	4.459	2.538	6.865	209.3	43.72	1.901	3	0	23	3	12	4	6	11	0	1	3	0	2	27.2	4	0.3636	0	22	2	11	5	0.4545	20	3.874	19.16	9.724	4.017	8.309	3.862	5.485	1.652	4.457	1.563	0.569	0.4928	1.069	0	0.601	0	3.28	0	1.776	0	0	0	1.66	0	0.7998	0	0	0	2.244	0	0.8627	0	2	0.9088	6	0	0	0	0	0	21.33	0	-1.493	0	1.565	0	0	8.515	7.622	0.071	2.274	0	0	-1.442	0	0	4	2	1	0	0.579	-2.063	5.096	0	1	0	4	0	0.5	1	3	1	0	213	230.3	13.57	5.683	58.08	90.43	46.38	211	14	50
THIOL_7B	3.27	8.671	2.226	0.742	1.644	2.811	-2.506	-0.567	0.5869	2.548	-2.743	-0.5983	0.5634	2.447	-2.233	-0.3803	0.7214	2.823	-0.8116	-0.4325	0.1256	2.202	-1.164	-0.4414	0.1206	2.126	-0.4944	-0.1661	0.2227	2.472	12	5.612	4.592	12.75	5.996	4.928	6.369	1.593	-1.593	0.1776	0.2149	32	9.162	18.71	8.619	23.27	14.71	0	18.75	0	0	52.73	0	27.13	7.904	0.6572	0.5001	0.1645	0.3428	0.4999	0.1783	140	106.5	35.04	73.02	106.5	37.98	3.34	-3.34	0.1973	0.2186	0.3013	0.4121	0.4121	0.6987	0.5879	0.2867	64.17	87.76	87.76	148.8	125.2	61.06	5.187	47.72	0	43.4	6.758	0	0	30.24	125.5	-0.1961	18.01	13	54.48	42.62	0	0	0	0	92.21	33.33	144	0.6167	4.459	2.538	6.865	209.3	43.72	1.901	3	0	23	3	12	4	6	11	0	1	3	0	2	27.2	4	0.3636	0	22	2	11	5	0.4545	20	3.874	19.16	9.724	4.017	8.309	3.862	5.485	1.652	4.457	1.563	0.569	0.4928	1.069	0	0.601	0	3.28	0	1.776	0	0	0	1.66	0	0.7998	0	0	0	2.244	0	0.8627	0	2	0.9088	6	0	0	0	0	0	21.33	0	-1.493	0	1.565	0	0	8.515	7.622	0.071	2.274	0	0	-1.442	0	0	4	2	1	0	0.579	-2.063	5.096	0	1	0	4	0	0.5	1	3	1	0	213	230.3	13.57	5.683	58.08	90.43	46.38	211	14	50
THIOL_9	2.14	8.936	2.22	0.742	1.677	2.771	-2.56	-0.5279	0.5231	2.596	-2.756	-0.5476	0.463	2.568	-2.291	-0.3426	0.6428	2.874	-0.8116	-0.4253	0.1097	2.314	-1.164	-0.4371	0.06359	2.269	-0.5022	-0.1389	0.1972	2.581	13	5.024	4.688	13.74	5.337	5	5.642	1.629	-1.629	0.1737	0.2101	44.8	4.265	18.71	8.619	23.27	14.71	0	37.5	0	0	52.73	0	27.13	7.904	0.6953	0.5227	0.1462	0.3047	0.4773	0.1585	166.6	125.3	35.04	73.02	114.4	37.98	3.34	-3.34	0.1973	0.2186	0.3816	0.3662	0.3662	0.6184	0.6338	0.2522	91.45	87.76	87.76	148.2	151.9	60.42	5.649	47.72	0	43.4	3.982	0	0	30.24	158.9	0.194	18.01	13	51.71	42.62	0	0	0	0	92.21	66.65	144	0.5895	4.585	2.554	7.106	223.3	47.7	1.835	3	0	26	3	13	5	7	13	0	1	3	0	2	30.29	4	0.3333	0	25	2	12	5	0.4167	23	4.112	21.35	10.65	4.939	9.231	4.784	5.786	2.03	4.737	1.947	1.313	1.204	2.07	0.2887	1.797	0.25	3.602	0	1.91	0	0.2887	0	1.718	0	0.8324	0	0.3354	0	3.276	0	1.375	0	1	0.8768	6	0	0	0	0	0	21.76	0	-1.516	0	3.172	0	0	8.599	7.806	0.06045	2.315	0	0	-0.9562	0	-0.8783	4	2	1	0	1.158	-2.39	5.529	0	1	0	4	0	0.5	1	3	1	0	239.6	254.7	13.57	5.683	83.3	90.43	46.38	256	16	58
mol_01	6.15	10.11	1.766	0.529	0.933	0.833	-2.523	-0.5915	0.641	2.63	-2.687	-0.5271	0.7146	2.46	-2.252	-0.4425	0.7754	2.898	-0.8265	-0.4691	0.1085	2.431	-1.001	-0.4473	0.1526	2.332	-0.4903	-0.1984	0.2298	2.686	12.46	4.704	1.966	10.92	4.083	1.694	2.785	2.028	-2.028	0.1724	0.1624	0	58.22	7.781	3.146	10.32	14.71	34.88	0	24.51	0	26.36	27.13	13.57	7.768	0.5255	0.4349	0.2122	0.4745	0.5651	0.2623	120	99.34	48.47	108.4	129.1	59.91	4.487	-4.487	0.1538	0.1449	0.1648	0.4349	0.4349	0.8352	0.5651	0.4003	37.64	99.34	99.34	190.8	129.1	91.42	5.559	71.59	9.128	25.39	3.982	0	35.29	52.65	46.11	-0.0287	0	26.53	27.84	60.63	0	0	0	35.29	46.11	47.72	120	0.5651	5.087	2.557	7.744	243.2	50.81	2.032	4	0	25	2	16	5	8	9	0	3	4	0	1	29.49	2	0.1176	0	26	4	17	2	0.1176	22	2.216	19.61	11.87	5.138	9.002	4.646	7.575	1.742	5.133	1.364	0.8779	0.5948	1.238	0	0.4164	0	6.025	0.3708	2.676	0.2323	0	0	5.031	0.1179	1.807	0.06804	0	0	3.412	0	1.019	0	1	0.9287	7	0	0	0	0	0	34.33	2.925	-2.379	0	0	0	0	8.928	3.858	0.1207	0	0	0	-1.13	2.907	0	7	1	1	0	-0.076	-1.12	5.554	10	1	2	2	0	0.4286	0.75	4	1	2	228.4	261.9	27.13	0	80.89	80.97	54.27	387	28	84
mol_02	7.42	10.19	1.658	0.529	0.8	2.162	-2.746	-0.5416	0.5211	2.756	-2.861	-0.5205	0.4933	2.687	-2.492	-0.3659	0.6591	3.002	-0.8512	-0.4592	0.06919	2.659	-0.9936	-0.4204	0.05441	2.591	-0.5234	-0.2265	0.1821	2.893	13.43	5.325	2.42	12.47	4.919	2.226	3.608	1.85	-1.85	0.1537	0.1782	70.96	12.8	10.93	0	36.22	14.71	0	17.4	0	0	26.36	0	40.7	7.768	0.5821	0.3878	0.2038	0.4179	0.6122	0.2141	138.4	92.23	48.47	99.4	145.6	50.93	3.49	-3.49	0.1888	0.1862	0.3577	0.3146	0.3146	0.6423	0.6854	0.3277	85.07	74.83	74.83	152.8	163	77.95	6.118	71.59	6.004	29.8	3.982	0	56.61	53.94	46.11	-0.2447	0	24.27	75.57	61.06	4.411	0	0	0	102.7	0	116.7	0.5423	5.17	2.607	7.925	258.3	57.06	1.841	4	0	31	2	17	7	10	14	0	2	4	0	1	35.24	2	0.1111	0	32	3	18	2	0.1111	29	2.211	23.1	12.58	6.422	10.1	6.19	8.058	3.3	6.162	3.156	1.874	1.747	1.311	0.1667	0.534	0.1443	6.201	0.6735	3.633	0.5949	0	0	5.233	0.1179	2.597	0.1021	0	0	3.359	0.09623	1.321	0.07217	2	0.8645	7	0	0	0	0	0	34.99	0	-1.544	0	0	0	0	9.089	4.036	1.822	0	0	0	-1.412	2.406	0	6	1	1	0	-0.374	-1.16	6.265	11	1	2	3	0	0.4286	0.75	4	1	2	237.8	298.8	27.13	0	94.42	71.99	54.27	458	30	88
mol_03	7.0	10.45	1.652	0.529	0.833	2.122	-2.686	-0.5175	0.4692	2.796	-2.781	-0.5017	0.3995	2.718	-2.439	-0.291	0.6496	3.036	-0.8535	-0.434	0.07216	2.739	-1.005	-0.4234	0.02481	2.675	-0.5192	-0.2084	0.1911	2.968	14.41	5.175	2.177	13.43	4.804	2.014	3.585	1.919	-1.919	0.1482	0.1718	60.11	12.8	10.93	0	10.32	40.61	0	55.53	0	0	26.36	0	40.7	7.768	0.6251	0.4917	0.1828	0.3749	0.5083	0.1921	165.7	130.4	48.47	99.4	134.8	50.93	3.49	-3.49	0.1888	0.1862	0.4238	0.2822	0.2822	0.5762	0.7178	0.294	112.3	74.83	74.83	152.8	190.3	77.95	6.579	71.59	6.004	25.39	3.982	0	56.61	53.94	79.43	0.1454	0	24.27	75.57	61.06	0	0	0	0	102.7	33.33	116.7	0.5215	5.248	2.699	8.087	272.3	60.92	1.792	4	0	34	2	18	8	11	16	0	2	4	0	1	38.34	3	0.1579	0	35	3	19	3	0.1579	32	2.282	25.29	13.5	7.345	11.02	7.113	8.431	3.672	6.557	3.55	2.634	2.428	1.743	0.6928	0.9307	0.5669	7.009	0.9095	3.91	0.8485	0.1179	0.1179	5.51	0.1179	2.925	0.1021	0.08839	0.08839	4.945	0.372	1.953	0.3125	2	0.8426	8	0	0	0	0	0	35.78	0	-1.767	0	1.575	0	0	9.143	4.07	2.141	0	0	0	-0.9195	2.436	-1.153	6	1	1	0	0.986	-1.681	6.707	10	1	2	4	0	0.5	1	4	1	2	265.1	323.2	27.13	0	121.6	71.99	54.27	531	34	96
